dc_identifier_s,dc_title_s,dc_description_s,dc_creator_sm,dc_publisher_sm,dc_rights_s,dct_provenance_s,dct_references_s,layer_slug_s,layer_geom_type_s,layer_modified_dt,dc_format_s,dc_language_s,dc_type_s,dc_subject_sm,dct_isPartOf_sm,dct_issued_s,dct_temporal_sm,dct_spatial_sm,solr_geom,centroid_s,solr_year_i
C8BE6FCD-C0E6-422E-9C9D-35C1917579B9,"Hydro (Polygon and Line) Outagamie County, Wisconsin, 2017","This polygon data layer represents hydrography for Outagamie County, Wisconsin in 2017. It is a feature class within the geodatabase Outagamie_Hydro_2017.gdb. The features included in this geodatabase are 'OUTAGAMIE_HYDRO_2017_LINE' and 'OUTAGAMIE_HYDRO_2017_POLY'.",[u'Outagamie Land Information Office'],,Public,Wisconsin,"{""http://schema.org/downloadUrl"":""https://gisdata.wisc.edu/public/Outagamie_Hydro_2017.zip"",""http://schema.org/url"":""http://data-ocgis.opendata.arcgis.com/"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/C8BE6FCD-C0E6-422E-9C9D-35C1917579B9/formatters/xml""}",C8BE6FCD-C0E6-422E-9C9D-35C1917579B9,Polygon,2018-01-04T22:38:59Z,Geodatabase,English,Dataset,"[u'Inland Waters', u'Hydrography']",Wisconsin Counties Open Data,2/21/17,2017,"[u'Outagamie County, Wisconsin, United States', u'Wisconsin, United States']","ENVELOPE(-88.740953, -88.189444, 44.59069, 44.242171)","44.4164305,-88.4651985",2017
01EC1D84-D507-4A00-89CB-8E8B2B8410ED,"Parks Washington County, Wisconsin, 2017","This polygon data layer represents parks for Washington County, Wisconsin in 2017. It is a feature class within the geodatabase Washington_Parks_2017.gdb.",[u'Washington County Geographic Information System Division'],,Public,Wisconsin,"{""http://schema.org/downloadUrl"":""https://gisdata.wisc.edu/public/Washington_Parks_2017.zip"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/01EC1D84-D507-4A00-89CB-8E8B2B8410ED/formatters/xml""}",01EC1D84-D507-4A00-89CB-8E8B2B8410ED,Polygon,2018-01-04T22:38:02Z,Geodatabase,English,Dataset,"[u'Society', u'Parks', u'Open spaces', u'Recreation']",Wisconsin Counties Open Data,3/24/17,2017,"[u'Washington County, Wisconsin, United States', u'Wisconsin, United States']","ENVELOPE(-88.422329, -88.035387, 43.547713, 43.188383)","43.368048,-88.228858",2017
1dca0d77-477b-4ed8-9f1b-72d0441b2e31,"Addresses Brown County, Wisconsin, 2015","This point data layer represents addresses for Brown County, Wisconsin in 2015. It is a feature class within the geodatabase, Brown_Addresses_2015.gdb. [The Address point map layer captures every adddress location along with common names (business name, landmark name, or other common name associated with the address or location). Addresses with alternate 'common names' are noted with a subtype code 2, and there is some further classification of the type in the 'Symbol' and 'Useage' attribute fields. There is both an address number, which is feature-linked to annotation text on the map, as well as the full address (concatenated address number with street name). The address data were collected from many sources, some more accurate than others. To help account for accuracy, there are a 3 attribute fields to help us track and refine accuracy both in terms of location and tabular quality: First, the OnBuilding code indicates whether the address has been accurately located onto a structure identified by aerial orthophotography. Second, the 'Accuracy' code indicateds whether the CommonName (business name,etc) has been verified by County 911 staff (Note: 911 staff primarily focuses on subtype 2, the Common Names, because other general address locations are found through street centerline address ranges). Third, the source of the data is logged, especially for business information. The other fields are maintained as needed for use by the 911 and Sheriffs Dept. This address/common place point layer is maintained by Brown County Property Listing, GIS, Planning, and E-911 staff. Sources include the municipalities who assign address numbers, and other business listing databases.]",[u'Brown County Land Information Office'],[u'Brown County Land Information Office'],Public,Wisconsin,"{""http://schema.org/downloadUrl"":""https://gisdata.wisc.edu/public/Brown_Addresses_2015.zip"",""http://schema.org/url"":""http://www.co.brown.wi.us/departments/?department=85713eda4cdc&subdepartment=89ce08984445"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/1dca0d77-477b-4ed8-9f1b-72d0441b2e31/formatters/xml""}",1dca0d77-477b-4ed8-9f1b-72d0441b2e31,Point,2018-01-04T22:38:06Z,Geodatabase,English,Dataset,"[u'Location', u'Street addresses']",Wisconsin Counties Open Data,1/1/15,2015,"[u'Brown County, Wisconsin, United States', u'Wisconsin, United States']","ENVELOPE(-88.271762, -87.744858, 44.741633, 44.24016)","44.4908965,-88.00831",2015
A0322739-8D81-41ED-ACCD-6A9E14F85209,"Hydro (Polygon) Sauk County, Wisconsin 2016","This polygon data layer represents hydrography for Sauk County, Wisconsin in 2016. It is a feature class within the geodatabase, Sauk_HydroPoly_2016.gdb.[This feature class is made up of polygon features representing waterbodies in Sauk County, WI. The waterbodies were digitized off of the Sauk County 2010 1-foot color ortho-imagery at a scale of 1:600. Spatial accuracy is therefore consistent across the entire county. Vertex density varies between streams depending on the sinuosity of that particular stream. Also, vertex density is intentionally higher within city and village boudaries. To only be viewed at a scale smaller than 1:600]",[u'Sauk County Land Information/GIS                  Department'],,Public,Wisconsin,"{""http://schema.org/downloadUrl"":""https://gisdata.wisc.edu/public/Sauk_HydroPoly_2016.zip"",""http://schema.org/url"":""http://saukgis.maps.arcgis.com/home/index.html"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/A0322739-8D81-41ED-ACCD-6A9E14F85209/formatters/xml""}",A0322739-8D81-41ED-ACCD-6A9E14F85209,Polygon,2018-01-04T22:37:42Z,Geodatabase,English,Dataset,"[u'Inland Waters', u'Hydrography']",Wisconsin Counties Open Data,6/1/16,2016,"[u'Sauk County, Wisconsin, United States', u'Wisconsin, United States']","ENVELOPE(-90.312406, -89.593692, 43.644975, 43.141726)","43.3933505,-89.953049",2016
ACC71576-868A-4BD2-A39D-D8933001E6F6,"Zoning Kenosha County, Wisconsin, 2017","These polygon data layers represent zoning for Kenosha County, Wisconsin in 2017. They are feature classes within the geodatabase Kenosha_Zoning_2017.gdb. The features included in this geodatabase are 'FARMLAND', 'FLOODPLAIN', 'GENERAL', and 'SHORELAND'.",[u'Kenosha County Planning and Development Department'],,Public,Wisconsin,"{""http://schema.org/downloadUrl"":""https://gisdata.wisc.edu/public/Kenosha_Zoning_2017.zip"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/ACC71576-868A-4BD2-A39D-D8933001E6F6/formatters/xml""}",ACC71576-868A-4BD2-A39D-D8933001E6F6,Polygon,2018-01-04T22:39:07Z,Geodatabase,English,Dataset,"[u'Planning and Cadastral', u'Zoning']",Wisconsin Counties Open Data,5/18/17,2017,"[u'Kenosha County, Wisconsin, United States', u'Wisconsin, United States']","ENVELOPE(-88.30858, -87.797637, 42.676189, 42.486243)","42.581216,-88.0531085",2017
59FB1DB7-5F0D-4463-942A-D1EDBB48AADB,"Zoning Manitowoc County, Wisconsin, 2017","This polygon data layer represents zoning for Manitowoc County, Wisconsin in 2017. It is a feature class within the geodatabase 'Manitowoc_Zoning_2017.gdb'. The features included in this geodatabase 'FARMLAND', 'FLOODPLAIN', and 'GENERAL'.","[u'Manitowoc County Land Records/GIS Office', u'Cathy DeLain', u'Manitowoc County Land Records/GIS Office']",,Public,Wisconsin,"{""http://schema.org/downloadUrl"":""https://gisdata.wisc.edu/public/Manitowoc_Zoning_2017.zip"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/59FB1DB7-5F0D-4463-942A-D1EDBB48AADB/formatters/xml""}",59FB1DB7-5F0D-4463-942A-D1EDBB48AADB,Polygon,2018-01-04T22:38:12Z,Geodatabase,English,Dataset,"[u'Planning and Cadastral', u'Zoning']",Wisconsin Counties Open Data,3/31/17,2017,"[u'Manitowoc County, Wisconsin, United States', u'Wisconsin, United States']","ENVELOPE(-88.052029, -87.541093, 44.323709, 43.891702)","44.1077055,-87.796561",2017
C8BDCBBE-D6BD-49CC-B06E-46BF426CC8A5,"Transportation Walworth County, Wisconsin, 2017","These line data layers represent roads and ROW for Walworth County, Wisconsin in 2017. The are feature classes within the geodatabase, Walworth_Transportation_2017.gdb. The features included in this geodatabase are 'WALWORTH_ROW_2017' and 'WALWORTH_STREETS_2017'.",[u'Walworth County Land Information Division'],,Public,Wisconsin,"{""http://schema.org/downloadUrl"":""https://gisdata.wisc.edu/public/Walworth_Transportation_2017.zip"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/C8BDCBBE-D6BD-49CC-B06E-46BF426CC8A5/formatters/xml""}",C8BDCBBE-D6BD-49CC-B06E-46BF426CC8A5,Line,2018-01-04T22:36:50Z,Geodatabase,English,Dataset,"[u'Society', u'Roads', u'Streets', u'ROW', u'Right of Way']",Wisconsin Counties Open Data,6/8/17,2017,"[u'Walworth County, Wisconsin, United States', u'Wisconsin, United States']","ENVELOPE(-88.778458, -88.304932, 42.843671, 42.492185)","42.667928,-88.541695",2017
73e570e8-4324-4955-9c2b-ba7efa92c0e9,"Parcels Dodge County, Wisconsin, 2017","This is the final deliverable for the Version 3 Statewide Parcel Map Database Project (V3). This feature class represents a comprehensive, spatially referenced collection of parcel geometries as recognized by local-level governments within the State of Wisconsin (the feature class is aggregated from county level and municipal-level data). See the V3 Project Homepage for more detail on the parameters for how data was prepared and submitted to this project: http://www.sco.wisc.edu/parcels/submission/.Schema documentation can be found within this feature class metadata and here: http://www.sco.wisc.edu/parcels/data/assets/V3/V3_Wisconsin_Statewide_Parcels_Schema_Documentation.pdf.Change logand known issuescan be found here: http://www.sco.wisc.edu/parcels/data/assets/Wisconsin_Statewide_Parcels_Change_Log.pdf.",[u'Wisconsin Department of Administration'],,Public,Wisconsin,"{""http://schema.org/downloadUrl"":""https://gisdata.wisc.edu/public/Dodge_Parcels_2017.zip"",""http://schema.org/url"":""http://www.sco.wisc.edu/parcels/data/"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/73e570e8-4324-4955-9c2b-ba7efa92c0e9/formatters/xml""}",73e570e8-4324-4955-9c2b-ba7efa92c0e9,Polygon,2018-01-04T22:38:30Z,Geodatabase,English,Dataset,"[u'Planning and Cadastral', u'Land ownership', u'Real property']",Wisconsin Counties Open Data,7/31/17,2017,"[u'Dodge County, Wisconsin, United States', u'Wisconsin, United States']","ENVELOPE(-89.013997, -88.394707, 43.637816, 43.190911)","43.4143635,-88.704352",2017
8552FC78-E4E7-4298-B166-F09CE1B03705,"Zoning Vilas County, Wisconsin, 2017","These polygon data layers represent zoning for Vilas County, Wisconsin in 2017. They are feature classes within the geodatabase Vilas_Zoning_2017.gdb. The features included in this geodatabase are ' AIRPORT', 'FARMLAND', 'FLOODPLAIN', 'GENERAL', and 'SHORELAND'.",[u'Vilas County Land Information and Mapping Department'],,Public,Wisconsin,"{""http://schema.org/downloadUrl"":""https://gisdata.wisc.edu/public/Vilas_Zoning_2017.zip"",""http://schema.org/url"":""http://vcgis.co.vilas.wi.us/vcom/Download.html"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/8552FC78-E4E7-4298-B166-F09CE1B03705/formatters/xml""}",8552FC78-E4E7-4298-B166-F09CE1B03705,Polygon,2018-01-04T22:40:01Z,Geodatabase,English,Dataset,"[u'Planning and Cadastral', u'Zoning']",Wisconsin Counties Open Data,3/29/17,2017,"[u'Vilas County, Wisconsin, United States', u'Wisconsin, United States']","ENVELOPE(-90.045966, -88.933567, 46.300156, 45.854089)","46.0771225,-89.4897665",2017
9A246F9B-A351-47DF-B122-8F30A9368949,"Parcels Oneida County, Wisconsin 2016","This polygon data layer represents tax parcels for Oneida County, Wisconsin in 2016. It is a feature class within the geodatabase, Oneida_Parcels_2016.gdb.",[u'Oneida County Land Information Office'],,Public,Wisconsin,"{""http://schema.org/downloadUrl"":""https://gisdata.wisc.edu/public/Oneida_Parcels_2016.zip"",""http://schema.org/url"":""http://oneida.ncwrpc.info/"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/9A246F9B-A351-47DF-B122-8F30A9368949/formatters/xml""}",9A246F9B-A351-47DF-B122-8F30A9368949,Polygon,2018-01-04T22:39:37Z,Geodatabase,English,Dataset,"[u'Planning and Cadastral', u'Real property', u'Land ownership']",Wisconsin Counties Open Data,6/29/16,2016,"[u'Oneida County, Wisconsin, United States', u'Wisconsin, United States']","ENVELOPE(-90.045316, -89.039128, 45.903623, 45.464448)","45.6840355,-89.542222",2016
DDFFBC3F-DF5C-41EA-B3C8-774AB685F7AA,"Hydro (Polygon) Iron County, Wisconsin, 2015","This polygon data layer represents hydrography for Iron County, Wisconsin in 2015.",[u'Iron County GIS Office'],,Public,Wisconsin,"{""http://schema.org/downloadUrl"":""https://gisdata.wisc.edu/public/Iron_HydroPoly_2015.zip"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/DDFFBC3F-DF5C-41EA-B3C8-774AB685F7AA/formatters/xml""}",DDFFBC3F-DF5C-41EA-B3C8-774AB685F7AA,Polygon,2018-01-04T22:36:51Z,Shapefile,English,Dataset,"[u'Inland Waters', u'Hydrography']",Wisconsin Counties Open Data,3/28/17,2015,"[u'Iron County, Wisconsin, United States', u'Wisconsin, United States']","ENVELOPE(-90.554207, -89.92473, 46.590368, 45.981064)","46.285716,-90.2394685",2015
E08629DC-84AB-4F58-BE3B-777C8FA16DE7,"Municipalities Fond du Lac County, Wisconsin 2016","This polygon data layer represents municipalities for Fond du Lac County, Wisconsin in 2016. It is a feature class within the geodatabase, Fond_du_Lac_Municipalities_2016.gdb.[The municipal boundary layer depicts municipal boundaries in Fond du Lac County, Wisconsin.]",[u'Fond du Lac County Land Information                  Department'],,Public,Wisconsin,"{""http://schema.org/downloadUrl"":""https://gisdata.wisc.edu/public/Fond_du_Lac_Municipalities_2016.zip"",""http://schema.org/url"":""http://www.fdlco.wi.gov/departments/departments-f-m/land-information/data-download"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/E08629DC-84AB-4F58-BE3B-777C8FA16DE7/formatters/xml""}",E08629DC-84AB-4F58-BE3B-777C8FA16DE7,Polygon,2018-01-04T22:40:24Z,Geodatabase,English,Dataset,"[u'Boundaries', u'Cities and towns', u'Civil divisions']",Wisconsin Counties Open Data,6/1/16,2016,"[u'Fond du Lac County, Wisconsin, United States', u'Wisconsin, United States']","ENVELOPE(-88.88647, -88.158539, 43.937631, 43.542525)","43.740078,-88.5225045",2016
9F4DAE61-63B4-47F4-A33A-1F76C2151D6D,"Hydro (Polygon and Line) Ashland County, Wisconsin, 2017","These polygon data layers represent hydrography for Ashland County, Wisconsin in 2017. They are feature classes within the geodatabase, Ashland_Hydro_2017.gdb.",[u'Ashland County Register of Deeds'],,Public,Wisconsin,"{""http://schema.org/downloadUrl"":""https://gisdata.wisc.edu/public/Ashland_Hydro_2017.zip"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/9F4DAE61-63B4-47F4-A33A-1F76C2151D6D/formatters/xml""}",9F4DAE61-63B4-47F4-A33A-1F76C2151D6D,Polygon,2018-01-04T22:38:05Z,Geodatabase,English,Dataset,"[u'Inland Waters', u'Hydrography']",Wisconsin Counties Open Data,4/3/17,2017,"[u'Ashland County, Wisconsin, United States', u'Wisconsin, United States']","ENVELOPE(-90.93051, -90.295381, 46.872079, 45.980124)","46.4261015,-90.6129455",2017
68047B09-5E26-4F1D-B901-1AE12040AE0A,"Public Lands Rock County, Wisconsin, 2017","This polygon data layer represents public lands for Rock County, Wisconsin in 2017. It is a feature class within the geodatabase, Rock_PublicLands_2017.gdb. The features included in this geodatabase are 'ROCK_FEDERALLANDS_2017' and 'ROCK_WDNR_2017'.",[u'Rock County Planning & Development Agency'],,Public,Wisconsin,"{""http://schema.org/downloadUrl"":""https://gisdata.wisc.edu/public/Rock_PublicLands_2017.zip"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/68047B09-5E26-4F1D-B901-1AE12040AE0A/formatters/xml""}",68047B09-5E26-4F1D-B901-1AE12040AE0A,Polygon,2018-01-04T22:37:36Z,Geodatabase,English,Dataset,"[u'Planning and Cadastral', u'Public Lands', u'Planning']",Wisconsin Counties Open Data,3/20/17,2017,"[u'Rock County, Wisconsin, United States', u'Wisconsin, United States']","ENVELOPE(-89.372284, -88.76889, 42.936782, 42.492102)","42.714442,-89.070587",2017
E57BEC57-6A61-455C-98D0-F3D4213271AA,"Zoning Lafayette County, Wisconsin, 2017","This polygon data layer represents zoning for Lafayette County, Wisconsin in 2017. It is a feature class within the geodatabase Lafayette_Zoning_2017.gdb The features included in this geodatabase are 'FARMLAND' and 'GENERAL'.",[u'Lafayette County Land Information                  Department'],,Public,Wisconsin,"{""http://schema.org/downloadUrl"":""https://gisdata.wisc.edu/public/Lafayette_Zoning_2017.zip"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/E57BEC57-6A61-455C-98D0-F3D4213271AA/formatters/xml""}",E57BEC57-6A61-455C-98D0-F3D4213271AA,Polygon,2018-01-04T22:38:05Z,Geodatabase,English,Dataset,"[u'Planning and Cadastral', u'Zoning']",Wisconsin Counties Open Data,3/29/17,2017,"[u'Lafayette County, Wisconsin, United States', u'Wisconsin, United States']","ENVELOPE(-90.429075, -89.83701, 42.816632, 42.504552)","42.660592,-90.1330425",2017
44BE7015-FC8B-414B-A12E-27CE1D4BAEDF,"Parks Juneau County, Wisconsin, YE2016","This polygon data layer represents parks for Juneau County, Wisconsin at year-end 2016. It is a feature class within the geodatabase, Juneau_Parks_YE2016.gdb.",[u'Juneau County Land Information'],,Public,Wisconsin,"{""http://schema.org/downloadUrl"":""https://gisdata.wisc.edu/public/Juneau_Parks_YE2016.zip"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/44BE7015-FC8B-414B-A12E-27CE1D4BAEDF/formatters/xml""}",44BE7015-FC8B-414B-A12E-27CE1D4BAEDF,Polygon,2018-01-04T22:37:35Z,Geodatabase,English,Dataset,"[u'Society', u'Parks', u'Recreation', u'Open spaces']",Wisconsin Counties Open Data,3/13/17,2016,"[u'Juneau County, Wisconsin, United States', u'Wisconsin, United States']","ENVELOPE(-91.167946, -90.30881, 44.597365, 44.070233)","44.333799,-90.738378",2016
44C85C9F-F278-43D6-BC81-223271BEA02B,"Hydro (Polygon and Line) Washington County, Wisconsin, 2017","These polygon and line data layers represent hydrography for Washington County, Wisconsin in 2017. They are feature classes within the geodatabase Washington_Addresses_2017.gdb. The features included in this geodatabase are 'Waterbody', 'WatercourseArea', and 'WatercourseCenterline'.",[u'Washington County Geographic Information System Division'],,Public,Wisconsin,"{""http://schema.org/downloadUrl"":""https://gisdata.wisc.edu/public/Washington_Hydro_2017.zip"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/44C85C9F-F278-43D6-BC81-223271BEA02B/formatters/xml""}",44C85C9F-F278-43D6-BC81-223271BEA02B,Polygon,2018-01-04T22:38:48Z,Geodatabase,English,Dataset,"[u'Inland Waters', u'Hydrography']",Wisconsin Counties Open Data,3/24/17,2017,"[u'Washington County, Wisconsin, United States', u'Wisconsin, United States']","ENVELOPE(-88.422329, -88.035387, 43.547713, 43.188383)","43.368048,-88.228858",2017
643e17f3-af89-41e1-9758-863576cc2096,"Roads Trempealeau County, Wisconsin, 2015","This line data layer represents roads for Trempealeau County, Wisconsin in 2015. It is a feature class within the geodatabase, Trempealeau_Roads_2015.gdb. [Road centerlines for Trempealeau County, Wisconsin. Attributes are based on NENA standards and are MSAG valid where applicable.]",[u'Trempealeau County Land Records                  Department'],[u'Trempealeau County Land Records                  Department'],Public,Wisconsin,"{""http://schema.org/downloadUrl"":""https://gisdata.wisc.edu/public/Trempealeau_Roads_2015.zip"",""http://schema.org/url"":""http://tremplocounty.com/tchome/landrecords/"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/643e17f3-af89-41e1-9758-863576cc2096/formatters/xml""}",643e17f3-af89-41e1-9758-863576cc2096,Line,2018-01-04T22:40:28Z,Geodatabase,English,Dataset,"[u'Transportation', u'Roads', u'Streets']",Wisconsin Counties Open Data,1/1/15,2015,"[u'Trempealeau County, Wisconsin, United States', u'Wisconsin, United States']","ENVELOPE(-91.594065, -91.149784, 44.597186, 43.983949)","44.2905675,-91.3719245",2015
62D52002-F099-4BD0-A509-E317557BCD53,"Parcels Milwaukee County, Wisconsin 2016","This polygon data layer represents tax parcels for Milwaukee County, Wisconsin in 2016. It is a feature class within the geodatabase Milwaukee_Parcels_2016.",[u'Milwaukee County Land Information Office'],,Public,Wisconsin,"{""http://schema.org/downloadUrl"":""https://gisdata.wisc.edu/public/Milwaukee_Parcels_2016.zip"",""http://schema.org/url"":""http://county.milwaukee.gov/mclio/geodata.html"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/62D52002-F099-4BD0-A509-E317557BCD53/formatters/xml""}",62D52002-F099-4BD0-A509-E317557BCD53,Polygon,2018-01-04T22:40:27Z,Geodatabase,English,Dataset,"[u'Planning and Cadastral', u'Real property', u'Land ownership']",Wisconsin Counties Open Data,6/22/16,2016,"[u'Milwaukee County, Wisconsin, United States', u'Wisconsin, United States']","ENVELOPE(-88.075698, -87.824699, 43.199102, 42.839106)","43.019104,-87.9501985",2016
803acb06-3377-468d-857b-31eb49bb5c19,"Parcels Trempealeau County, Wisconsin, 2015","This polygon data layer represents tax parcels for Trempealeau County, Wisconsin in 2015. It is a feature class within the geodatabase, Trempealeau_Parcels_2015.gdb.",[u'Trempealeau County Land Records                  Department'],[u'Trempealeau County Land Records                  Department'],Public,Wisconsin,"{""http://schema.org/downloadUrl"":""https://gisdata.wisc.edu/public/Trempealeau_Parcels_2015.zip"",""http://schema.org/url"":""http://tremplocounty.com/tchome/landrecords/"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/803acb06-3377-468d-857b-31eb49bb5c19/formatters/xml""}",803acb06-3377-468d-857b-31eb49bb5c19,Polygon,2018-01-04T22:39:39Z,Geodatabase,English,Dataset,"[u'Planning and Cadastral', u'Real property', u'Land ownership']",Wisconsin Counties Open Data,1/1/15,2015,"[u'Trempealeau County, Wisconsin, United States', u'Wisconsin, United States']","ENVELOPE(-91.61417, -91.150052, 44.597192, 43.983889)","44.2905405,-91.382111",2015
6BF14559-29A9-43A6-AF3A-B92F5261C3D7,"Addresses St. Croix County, Wisconsin, 2017","This point data layer represents addresses for St. Croix County, Wisconsin in 2017. It is a feature class within the geodatabase, St_Croix_Addresses_2017.gdb. [Site address points represent the location of site or service delivery addresses assigned by local governments.]",[u'St. Croix County Planning and Land Information'],,Public,Wisconsin,"{""http://schema.org/downloadUrl"":""https://gisdata.wisc.edu/public/St_Croix_Addresses_2017.zip"",""http://schema.org/url"":""http://sccgis-scccdd.opendata.arcgis.com/"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/6BF14559-29A9-43A6-AF3A-B92F5261C3D7/formatters/xml""}",6BF14559-29A9-43A6-AF3A-B92F5261C3D7,Point,2018-01-04T22:38:44Z,Geodatabase,English,Dataset,"[u'Location', u'Street addresses']",Wisconsin Counties Open Data,3/24/17,2017,"[u'St. Croix County, Wisconsin, United States', u'Wisconsin, United States']","ENVELOPE(-92.800854, -92.133078, 45.210151, 44.857746)","45.0339485,-92.466966",2017
C4070917-5B1E-4C67-99E5-7EC8330491EA,"LiDAR DEM Wood County, Wisconsin, 2015","Ayres Associates provided Wood County, Wisconsin, with lidar based topographic mapping services in the spring of 2015 as part of WROC. The LiDAR data was collected from 20150321 to 20150331 using an Optech Orion H300 sensor mounted in a fixed-wing aircraft. LiDAR data was collected to support the generation of 2-foot contours to meet FEMA vertical accuracy standards. The LiDAR data was delivered according to a 5,000 foot x 5,000 foot tile schematic. The LiDAR data was calibrated using information collected at the time of flight from GPS base stations on the ground and airborne GPS/IMU in the aircraft. The calibrated LiDAR data was processed to produce a classified point cloud, bare earth DTM, DEM, DSM, contours, breaklines, and intensity images.",[u'Wood County Land Information Office'],,Public,Wisconsin,"{""http://schema.org/url"":""http://woodwi.maps.arcgis.com/apps/MapSeries/index.html?appid=dbda3bb2984345f08d1b4de4523031df"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/C4070917-5B1E-4C67-99E5-7EC8330491EA/formatters/xml""}",C4070917-5B1E-4C67-99E5-7EC8330491EA,Raster,2018-01-04T22:40:16Z,Mixed,English,Service,"[u'Elevation', u'Imagery and Base Maps', u'DEM', u'GRID', u'Surface model', u'Terrain']",Wisconsin Counties Open Data,3/22/15,2015,"[u'Wood County, Wisconsin, United States', u'Wisconsin, United States']","ENVELOPE(-90.358992, -89.841705, 44.787738, 44.512662)","44.6502,-90.1003485",2015
F36804BA-A1AE-4F94-8AF5-95F9DDCC10E3,"Addresses Calumet County, Wisconsin, 2017","This point data layer represents addresses for Calumet County, Wisconsin in 2017. It is a feature class within the geodatabase Calumet_Addresses_2017.gdb.[Site address points represent the location of site or service delivery addresses assigned by local governments.]",[u'Calumet County Land Information/GIS'],,Public,Wisconsin,"{""http://schema.org/downloadUrl"":""https://gisdata.wisc.edu/public/Calumet_Addresses_2017.zip"",""http://schema.org/url"":""http://calumetmaps.com/data.html"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/F36804BA-A1AE-4F94-8AF5-95F9DDCC10E3/formatters/xml""}",F36804BA-A1AE-4F94-8AF5-95F9DDCC10E3,Point,2018-01-04T22:37:39Z,Geodatabase,English,Dataset,"[u'Location', u'Street addresses']",Wisconsin Counties Open Data,4/7/17,2017,"[u'Calumet County, Wisconsin, United States', u'Wisconsin, United States']","ENVELOPE(-88.404757, -88.039019, 44.243921, 43.891301)","44.067611,-88.221888",2017
