"Dublin Core:Alternative Title","Dublin Core:Abstract","Dublin Core:Table Of Contents","Dublin Core:Date Available","Dublin Core:Date Created","Dublin Core:Date Accepted","Dublin Core:Date Copyrighted","Dublin Core:Date Submitted","Dublin Core:Date Issued","Dublin Core:Date Modified","Dublin Core:Date Valid","Dublin Core:Access Rights","Dublin Core:License","Dublin Core:Conforms To","Dublin Core:Has Format","Dublin Core:Has Part","Dublin Core:Has Version","Dublin Core:Is Format Of","Dublin Core:Is Part Of","Dublin Core:Is Referenced By","Dublin Core:Is Replaced By","Dublin Core:Is Required By","Dublin Core:Is Version Of","Dublin Core:References","Dublin Core:Replaces","Dublin Core:Requires","Dublin Core:Extent","Dublin Core:Medium","Dublin Core:Bibliographic Citation","Dublin Core:Spatial Coverage","Dublin Core:Temporal Coverage","Dublin Core:Accrual Method","Dublin Core:Accrual Periodicity","Dublin Core:Accrual Policy","Dublin Core:Audience","Dublin Core:Audience Education Level","Dublin Core:Mediator","Dublin Core:Instructional Method","Dublin Core:Provenance","Dublin Core:Rights Holder","Dublin Core:Title","Dublin Core:Subject","Dublin Core:Description","Dublin Core:Creator","Dublin Core:Source","Dublin Core:Publisher","Dublin Core:Date","Dublin Core:Contributor","Dublin Core:Rights","Dublin Core:Relation","Dublin Core:Format","Dublin Core:Language","Dublin Core:Type","Dublin Core:Identifier","Dublin Core:Coverage","Item Type Metadata:Text","Item Type Metadata:Interviewer","Item Type Metadata:Interviewee","Item Type Metadata:Location","Item Type Metadata:Transcription","Item Type Metadata:Local URL","Item Type Metadata:Original Format","Item Type Metadata:Physical Dimensions","Item Type Metadata:Duration","Item Type Metadata:Compression","Item Type Metadata:Producer","Item Type Metadata:Director","Item Type Metadata:Bit Rate/Frequency","Item Type Metadata:Time Summary","Item Type Metadata:Email Body","Item Type Metadata:Subject Line","Item Type Metadata:From","Item Type Metadata:To","Item Type Metadata:CC","Item Type Metadata:BCC","Item Type Metadata:Number of Attachments","Item Type Metadata:Standards","Item Type Metadata:Objectives","Item Type Metadata:Materials","Item Type Metadata:Lesson Plan Text","Item Type Metadata:URL","Item Type Metadata:Event Type","Item Type Metadata:Participants","Item Type Metadata:Birth Date","Item Type Metadata:Birthplace","Item Type Metadata:Death Date","Item Type Metadata:Occupation","Item Type Metadata:Biographical Text","Item Type Metadata:Bibliography","GeoBlacklight:Layer ID",GeoBlacklight:UUID,GeoBlacklight:Slug,"GeoBlacklight:Geometry Type","GeoBlacklight:Layer Modified Date","GeoBlacklight:Bounding Box",GeoBlacklight:Centroid,"GeoBlacklight:Solr Geometry","GeoBlacklight:Apache Solr Bounding Box","GeoBlacklight:Solr Year","GeoBlacklight:Information Page",GeoBlacklight:Thumbnail,"GeoBlacklight:Download File","GeoBlacklight:Esri Rest Service","GeoBlacklight:Web Map Service","GeoBlacklight:Open Index Map",tags,file,itemType,collection,public,featured
"Stone Valley Experimental Forest",,,,,,,,,,,,,,,,,,"Pennsylvania Spatial Data Access (PASDA)",,,,,,,,,,http://www.pasda.psu.edu/metadata/harvest/stonevalley2000.xml,"6254927: Pennsylvania (country, state, region,...), Pennsylvania, United States",2000,,,,,,,,"Penn State",,"Stone Valley Experimental Forest: Pennsylvania",Recreation,"various datasets on the Stone Valley Experimental Forest, managed by The Pennsylvania State University. Data inculdes: roads, contours, lakes, ponds, hydrology, landuse","The Pennsylvania State University",,"The Pennsylvania State University",,,Public,,Files,English,Dataset,1a27bd1a-9572-41b6-86bc-e26e3626f9c4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1a27bd1a-9572-41b6-86bc-e26e3626f9c4,,Vector,,"-77.862389,40.610698,-77.957686,40.698311","40.6545045,-77.9100375",,,2000,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=244,,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=244,,,,,,Dataset,"08a-01 PASDA",0,0
"Pennsylvania urban area boundary",,,,,,,,,,,,,,,,,,"Pennsylvania Spatial Data Access (PASDA)",,,,,,,,,,http://www.pasda.psu.edu/metadata/harvest/PaUrbanAreas2017.xml,"6254927: Pennsylvania (country, state, region,...), Pennsylvania, United States",2017,,,,,,,,"Penn State",,"Urban Area Boundary: Pennsylvania",Society,"Urban area boundaries within Pennsylvania based on U.S Census Bureau maps.","Pennsylvania Department of Transportation, Bureau of Planning and Research, Cartographic Information Division",,"Pennsylvania Department of Transportation",,,Public,,Files,English,Dataset,d956ac29-a8fd-45a0-98bd-7409dc0717cc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d956ac29-a8fd-45a0-98bd-7409dc0717cc,,Vector,,"-74.72118,39.72106,-80.51907,42.18244","40.95175,-77.620125",,,2017,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=26,,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=26,,,,,,Dataset,"08a-01 PASDA",0,0
"Unpaved Roads",,,,,,,,,,,,,,,,,,"Pennsylvania Spatial Data Access (PASDA)",,,,,,,,,,http://www.pasda.psu.edu/metadata/harvest/UnpavedRoads2009_10.xml,"6254927: Pennsylvania (country, state, region,...), Pennsylvania, United States",2009,,,,,,,,"Penn State",,"Unpaved Roads: Pennsylvania, 2009",Transportation,"Unpaved roads layer for Pennsylvania created by the Bureau of Watershed Managment, Conservation Districts And Nutrient Management Division.","PA Department of Environmental Protection : GDC",,"Pennsylvania Department of Environmental Protection",,,Public,,Files,English,Dataset,991da483-f0aa-42b8-a2fc-7def6c97a808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,991da483-f0aa-42b8-a2fc-7def6c97a808,,Vector,,"-74.773778,39.680363,-80.616718,42.264892","40.9726275,-77.695248",,,2009,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=260,,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=260,,,,,,Dataset,"08a-01 PASDA",0,0
"Delaware River Watershed Initiative - Soils",,,,,,,,,,,,,,,,,,"Pennsylvania Spatial Data Access (PASDA)",,,,,,,,,,http://www.pasda.psu.edu/metadata/harvest/DelawareRiverWatershedInitiative_Soils201502.xml,"4142210: Delaware River (stream, lake, ...), Delaware, United States",2015,,,,,,,,"Penn State",,"Delaware River Watershed Initiative - Soils: Pennsylvania",Soils,"Two seamless soils datasets based on USDA 2019s SSURGO and STATSGO databases were created for the entire DRB region, and information pertaining to various soil-related factors such as erodibility (k factor), available water - holding capacity, texture, etc. were compiled and summarized for discrete mapping units at these two scales. The SSURGO (Soil Survey Geographic) database is compiled at the detailed county-level survey scale that most soil information users are familiar with, and has two basic components: 1) digital boundaries of the detailed soil mapping units, and 2) tabular information on a wide range of soil parameters associated with each mapping unit. The STATSGO (State Soil Geographic) database summarizes similar soils information at a much more generalized  201csoil association 201d scale. Both of these datasets for the DRB area were downloaded from USDA 2019s  201cgeospatial data 201d site at http://datagateway.nrcs.usda.gov. Once downloaded, considerable effort was then expended to first \r\nseam together the data from the separate states overlapping the DRB, and then to  201cpopulate 201d both soil databases by linking a number of  201cattribute tables 201d to the soils polygons contained within the DRB boundary. In this case, over 325,000 soil polygons were populated with information extracted from about a dozen different attribute tables.",,,"Open Space Institute",,,Public,,Files,English,Dataset,09196d1b-056b-4c07-9058-0eef61aab3e4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09196d1b-056b-4c07-9058-0eef61aab3e4,,Vector,,"-76.440848,38.676701,-74.34991,42.463152","40.5699265,-75.395379",,,2015,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=1506,,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=1506,,,,,,Dataset,"08a-01 PASDA",0,0
"Pennsylvania traffic counts",,,,,,,,,,,,,,,,,,"Pennsylvania Spatial Data Access (PASDA)",,,,,,,,,,http://www.pasda.psu.edu/metadata/harvest/PaTraffic2018_01.xml,"6254927: Pennsylvania (country, state, region,...), Pennsylvania, United States",2018,,,,,,,,"Penn State",,"Traffic Counts: Pennsylvania",Transportation,"Traffic volumes; measured and calculated amounts of vehicle traffic that travel the sections of road.","Pennsylvania Department of Transportation, Bureau of Planning and Research, Geographic Information Division",,"Pennsylvania Department of Transportation",,,Public,,Files,English,Dataset,25d64aa9-62ce-4bf0-b5fc-181a2f85715f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25d64aa9-62ce-4bf0-b5fc-181a2f85715f,,Vector,,"-74.693209,39.719882,-80.519344,42.267499","40.9936905,-77.6062765",,,2018,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=56,,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=56,,,,,,Dataset,"08a-01 PASDA",0,0
"Philadelphia Streets - Recycling Diversion Rate",,,,,,,,,,,,,,,,,,"Pennsylvania Spatial Data Access (PASDA)",,,,,,,,,,http://www.pasda.psu.edu/metadata/harvest/PhillyStreets_Recycling_Diversion_Rate.xml,"4560347: Philadelphia (country, state, region,...), Pennsylvania, United States",2016,,,,,,,,"Penn State",,"Streets - Recycling Diversion Rate: Philadephia, Pennsylvania","Utilities and Communication","To show the diversion rate for the city of Philadelphia.Data Development:This layer was originally created in 2008 to show the diversion rate of the rubbish collection tonnage divided by the recycling collection tonnage by Sanitation collection day. The diversion data goes back as far as 2001. There are 65 Sanitation polygons. The score ranges from 0 to 19.4. Key attribute field names and descriptions:OBJECTID: The unique identifierSCORE: Total tons of recycling divided by the total tons of trash Coordinate system:Lambert Conformal Conic, NAD_1983_StatePlane_Pennsylvania_South_FIPS_3702_Feet Thematic mapping:The field SCORE can be used for labels and thematic mapping.",,,"City of Philadelphia",,,Public,,Files,English,Dataset,c665914f-6407-4806-ac47-2fa0a1eb7d2e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c665914f-6407-4806-ac47-2fa0a1eb7d2e,,Vector,,"-74.954039,39.861288,-75.284167,40.143797","40.0025425,-75.119103",,,2016,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=7097,,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=7097,,,,,,Dataset,"08a-01 PASDA",0,0
"Chesapeake Bay Watershed Land Cover Data Series 1992",,,,,,,,,,,,,,,,,,"Pennsylvania Spatial Data Access (PASDA)",,,,,,,,,,http://www.pasda.psu.edu/metadata/harvest/CBWLCD_1992.xml,"4351178: Chesapeake Bay Basin (stream, lake, ...), Maryland, United States",1992,,,,,,,,"Penn State",,"Chesapeake Bay Watershed Land Cover Data Series 1992","Imagery and Base Maps","To better understand how the land is changing and to relate those changes to water quality trends, the USGS funded the production of a Chesapeake Bay Watershed Land Cover Data Series (CBLCD) representing four dates: 1984, 1992, 2001, and 2006. These data were produced by MDA Federal Inc., under contract to the USGS and were derived from Landsat 5 Thematic Mapper and Landsat 7 Enhanced Thematic Mapper satellite imagery. Each of the four datasets consists of 16 land use and land cover classes (Anderson, et al., 1976). The datasets are temporally comparable and encompass the entire Chesapeake Bay watershed and most intersecting counties. The 2001 dataset represents the base layer for the Data Series and is composed of NOAA's 2001 Coastal Change Analysis Program (CCAP) dataset in the coastal and northern portion of the watershed coupled with USGS' 2001 National Land Cover Dataset in the western and southwestern portions of the watershed. MDA Federal's Cross Correlation Analysis (CCA) technique was used to produce updates (yr. 2006) and retrospective updates (yrs. 1984 and 1992) to the base layer. CCA identifies significant spectral changes between image pairs within the range of spectral values for each land cover class identified in the 2001 base layer. MDA Federal used Classification and Regression Trees to assign land cover classes to 1984, 1992, and 2006 pixels exhibiting significant deviations from their 2001 expected spectral values. MDA Federal used these methods to develop the 1996 and 2005 land cover change datasets for the Mid-Atlantic coastal area funded by NOAA CCAP. Land use and land cover interpretations derived from Landsat satellite imagery are based on the sun's reflectance off the land surface, e.g., urban areas have different spectral reflectance characteristics than forests and herbaceous vegetation. For this reason, the data most accurately represent land cover (e.g., tree canopy) compared with land use or management (e.g., forests and pasture). Due to similarities in spectral reflectance characteristics, some land use and land cover classes are easily confused with each other. The spectral characteristics of low density residential areas, for example, may closely resemble the characteristics of forests in a neighborhood with mature trees or of cropland or pasture if large residential lots are composed mostly of lawns. Cropland and pasture may also have similar spectral qualities. Therefore, users should be cautioned against evaluating transitions between cropland and pasture based on the CBLCD. Users should be generally confident, however, that the overall spatial patterns of cropland and pasture in the Bay watershed are accurate because the USGS and NOAA used multi-season imagery to create the 2001 base layer and the data compare favorably with county-level cropland and pasture acreage estimates reported in the 2002 U.S. Census of Agriculture. The USGS is in the process of interpreting and publishing statistics on the extent, type, and patterns of land cover change from 1984-2006 in the Bay watershed, major tributaries, and counties. The USGS will also be publishing land change forecasts based on observed trends in the CBLCD. These additional interpretations, statistics, and datasets will be publicly released over the coming year following publication.","U.S. Geological Survey",,"U S Geological Survey",,,Public,,Files,English,Dataset,963a2351-81be-4dd9-89df-6177563a8edf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,963a2351-81be-4dd9-89df-6177563a8edf,,Raster,,"-73.299775,36.180919,-81.146651,44.591052","40.3859855,-77.223213",,,1992,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=1331,,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=1331,,,,,,Dataset,"08a-01 PASDA",0,0
"Chesapeake Bay Watershed Land Cover Data Series 1984",,,,,,,,,,,,,,,,,,"Pennsylvania Spatial Data Access (PASDA)",,,,,,,,,,http://www.pasda.psu.edu/metadata/harvest/CBWLCD_1984.xml,"4351178: Chesapeake Bay Basin (stream, lake, ...), Maryland, United States",1984,,,,,,,,"Penn State",,"Chesapeake Bay Watershed Land Cover Data Series 1984","Imagery and Base Maps","To better understand how the land is changing and to relate those changes to water quality trends, the USGS funded the production of a Chesapeake Bay Watershed Land Cover Data Series (CBLCD) representing four dates: 1984, 1992, 2001, and 2006. These data were produced by MDA Federal Inc., under contract to the USGS and were derived from Landsat 5 Thematic Mapper and Landsat 7 Enhanced Thematic Mapper satellite imagery. Each of the four datasets consists of 16 land use and land cover classes (Anderson, et al., 1976). The datasets are temporally comparable and encompass the entire Chesapeake Bay watershed and most intersecting counties. The 2001 dataset represents the base layer for the Data Series and is composed of NOAA's 2001 Coastal Change Analysis Program (CCAP) dataset in the coastal and northern portion of the watershed coupled with USGS' 2001 National Land Cover Dataset in the western and southwestern portions of the watershed. MDA Federal's Cross Correlation Analysis (CCA) technique was used to produce updates (yr. 2006) and retrospective updates (yrs. 1984 and 1992) to the base layer. CCA identifies significant spectral changes between image pairs within the range of spectral values for each land cover class identified in the 2001 base layer. MDA Federal used Classification and Regression Trees to assign land cover classes to 1984, 1992, and 2006 pixels exhibiting significant deviations from their 2001 expected spectral values. MDA Federal used these methods to develop the 1996 and 2005 land cover change datasets for the Mid-Atlantic coastal area funded by NOAA CCAP. Land use and land cover interpretations derived from Landsat satellite imagery are based on the sun's reflectance off the land surface, e.g., urban areas have different spectral reflectance characteristics than forests and herbaceous vegetation. For this reason, the data most accurately represent land cover (e.g., tree canopy) compared with land use or management (e.g., forests and pasture). Due to similarities in spectral reflectance characteristics, some land use and land cover classes are easily confused with each other. The spectral characteristics of low density residential areas, for example, may closely resemble the characteristics of forests in a neighborhood with mature trees or of cropland or pasture if large residential lots are composed mostly of lawns. Cropland and pasture may also have similar spectral qualities. Therefore, users should be cautioned against evaluating transitions between cropland and pasture based on the CBLCD. Users should be generally confident, however, that the overall spatial patterns of cropland and pasture in the Bay watershed are accurate because the USGS and NOAA used multi-season imagery to create the 2001 base layer and the data compare favorably with county-level cropland and pasture acreage estimates reported in the 2002 U.S. Census of Agriculture. The USGS is in the process of interpreting and publishing statistics on the extent, type, and patterns of land cover change from 1984-2006 in the Bay watershed, major tributaries, and counties. The USGS will also be publishing land change forecasts based on observed trends in the CBLCD. These additional interpretations, statistics, and datasets will be publicly released over the coming year following publication.","U.S. Geological Survey",,"U S Geological Survey",,,Public,,Files,English,Dataset,3111087c-bf91-4b0a-8d48-5db652442931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3111087c-bf91-4b0a-8d48-5db652442931,,Raster,,"-73.299775,36.180919,-81.146651,44.591052","40.3859855,-77.223213",,,1984,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=1330,,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=1330,,,,,,Dataset,"08a-01 PASDA",0,0
"Chesapeake Bay Watershed Land Cover Data Series 2006",,,,,,,,,,,,,,,,,,"Pennsylvania Spatial Data Access (PASDA)",,,,,,,,,,http://www.pasda.psu.edu/metadata/harvest/CBWLCD_2006.xml,"4351178: Chesapeake Bay Basin (stream, lake, ...), Maryland, United States",2006,,,,,,,,"Penn State",,"Chesapeake Bay Watershed Land Cover Data Series 2006","Imagery and Base Maps","To better understand how the land is changing and to relate those changes to water quality trends, the USGS funded the production of a Chesapeake Bay Watershed Land Cover Data Series (CBLCD) representing four dates: 1984, 1992, 2001, and 2006. These data were produced by MDA Federal Inc., under contract to the USGS and were derived from Landsat 5 Thematic Mapper and Landsat 7 Enhanced Thematic Mapper satellite imagery. Each of the four datasets consists of 16 land use and land cover classes (Anderson, et al., 1976). The datasets are temporally comparable and encompass the entire Chesapeake Bay watershed and most intersecting counties. The 2001 dataset represents the base layer for the Data Series and is composed of NOAA's 2001 Coastal Change Analysis Program (CCAP) dataset in the coastal and northern portion of the watershed coupled with USGS' 2001 National Land Cover Dataset in the western and southwestern portions of the watershed. MDA Federal's Cross Correlation Analysis (CCA) technique was used to produce updates (yr. 2006) and retrospective updates (yrs. 1984 and 1992) to the base layer. CCA identifies significant spectral changes between image pairs within the range of spectral values for each land cover class identified in the 2001 base layer. MDA Federal used Classification and Regression Trees to assign land cover classes to 1984, 1992, and 2006 pixels exhibiting significant deviations from their 2001 expected spectral values. MDA Federal used these methods to develop the 1996 and 2005 land cover change datasets for the Mid-Atlantic coastal area funded by NOAA CCAP. Land use and land cover interpretations derived from Landsat satellite imagery are based on the sun's reflectance off the land surface, e.g., urban areas have different spectral reflectance characteristics than forests and herbaceous vegetation. For this reason, the data most accurately represent land cover (e.g., tree canopy) compared with land use or management (e.g., forests and pasture). Due to similarities in spectral reflectance characteristics, some land use and land cover classes are easily confused with each other. The spectral characteristics of low density residential areas, for example, may closely resemble the characteristics of forests in a neighborhood with mature trees or of cropland or pasture if large residential lots are composed mostly of lawns. Cropland and pasture may also have similar spectral qualities. Therefore, users should be cautioned against evaluating transitions between cropland and pasture based on the CBLCD. Users should be generally confident, however, that the overall spatial patterns of cropland and pasture in the Bay watershed are accurate because the USGS and NOAA used multi-season imagery to create the 2001 base layer and the data compare favorably with county-level cropland and pasture acreage estimates reported in the 2002 U.S. Census of Agriculture. The USGS is in the process of interpreting and publishing statistics on the extent, type, and patterns of land cover change from 1984-2006 in the Bay watershed, major tributaries, and counties. The USGS will also be publishing land change forecasts based on observed trends in the CBLCD. These additional interpretations, statistics, and datasets will be publicly released over the coming year following publication.","U.S. Geological Survey",,"U S Geological Survey",,,Public,,Files,English,Dataset,9a476307-525a-463a-a9a5-2e4dc33222c7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9a476307-525a-463a-a9a5-2e4dc33222c7,,Raster,,"-73.245998,36.180919,-81.146651,44.752096","40.4665075,-77.1963245",,,2006,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=1333,,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=1333,,,,,,Dataset,"08a-01 PASDA",0,0
"Chesapeake Bay Watershed Land Cover Data Series 2001",,,,,,,,,,,,,,,,,,"Pennsylvania Spatial Data Access (PASDA)",,,,,,,,,,http://www.pasda.psu.edu/metadata/harvest/CBWLCD_2001.xml,"4351178: Chesapeake Bay Basin (stream, lake, ...), Maryland, United States",2001,,,,,,,,"Penn State",,"Chesapeake Bay Watershed Land Cover Data Series 2001","Imagery and Base Maps","To better understand how the land is changing and to relate those changes to water quality trends, the USGS funded the production of a Chesapeake Bay Watershed Land Cover Data Series (CBLCD) representing four dates: 1984, 1992, 2001, and 2006. These data were produced by MDA Federal Inc., under contract to the USGS and were derived from Landsat 5 Thematic Mapper and Landsat 7 Enhanced Thematic Mapper satellite imagery. Each of the four datasets consists of 16 land use and land cover classes (Anderson, et al., 1976). The datasets are temporally comparable and encompass the entire Chesapeake Bay watershed and most intersecting counties. The 2001 dataset represents the base layer for the Data Series and is composed of NOAA's 2001 Coastal Change Analysis Program (CCAP) dataset in the coastal and northern portion of the watershed coupled with USGS' 2001 National Land Cover Dataset in the western and southwestern portions of the watershed. MDA Federal's Cross Correlation Analysis (CCA) technique was used to produce updates (yr. 2006) and retrospective updates (yrs. 1984 and 1992) to the base layer. CCA identifies significant spectral changes between image pairs within the range of spectral values for each land cover class identified in the 2001 base layer. MDA Federal used Classification and Regression Trees to assign land cover classes to 1984, 1992, and 2006 pixels exhibiting significant deviations from their 2001 expected spectral values. MDA Federal used these methods to develop the 1996 and 2005 land cover change datasets for the Mid-Atlantic coastal area funded by NOAA CCAP. Land use and land cover interpretations derived from Landsat satellite imagery are based on the sun's reflectance off the land surface, e.g., urban areas have different spectral reflectance characteristics than forests and herbaceous vegetation. For this reason, the data most accurately represent land cover (e.g., tree canopy) compared with land use or management (e.g., forests and pasture). Due to similarities in spectral reflectance characteristics, some land use and land cover classes are easily confused with each other. The spectral characteristics of low density residential areas, for example, may closely resemble the characteristics of forests in a neighborhood with mature trees or of cropland or pasture if large residential lots are composed mostly of lawns. Cropland and pasture may also have similar spectral qualities. Therefore, users should be cautioned against evaluating transitions between cropland and pasture based on the CBLCD. Users should be generally confident, however, that the overall spatial patterns of cropland and pasture in the Bay watershed are accurate because the USGS and NOAA used multi-season imagery to create the 2001 base layer and the data compare favorably with county-level cropland and pasture acreage estimates reported in the 2002 U.S. Census of Agriculture. The USGS is in the process of interpreting and publishing statistics on the extent, type, and patterns of land cover change from 1984-2006 in the Bay watershed, major tributaries, and counties. The USGS will also be publishing land change forecasts based on observed trends in the CBLCD. These additional interpretations, statistics, and datasets will be publicly released over the coming year following publication.","U.S. Geological Survey",,"U S Geological Survey",,,Public,,Files,English,Dataset,e16e7507-4cd4-40e3-ae1d-1a4e4c9d0ab8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e16e7507-4cd4-40e3-ae1d-1a4e4c9d0ab8,,Raster,,"-73.245998,36.180919,-81.146651,44.752096","40.4665075,-77.1963245",,,2001,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=1332,,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=1332,,,,,,Dataset,"08a-01 PASDA",0,0
"DVRPC 2005 Digital Orthoimagery for Southeast Pennsylvania - Tile Index",,,,,,,,,,,,,,,,,,"Pennsylvania Spatial Data Access (PASDA)",,,,,,,,,,http://www.pasda.psu.edu/metadata/harvest/DVRPC_PA_State_Plane_tile_index.xml,"5218573: West Branch Delaware River (stream, lake, ...), Pennsylvania, United States",2005,,,,,,,,"Penn State",,"DVRPC 2005 Digital Orthoimagery for Southeast Pennsylvania - Tile Index","Imagery and Base Maps","TILE INDEX - An orthoimage is remotely sensed image data in which displacement of features in the image caused by terrain relief and sensor orientation have been mathematically removed. Orthoimagery combines the image characteristics of a photograph with the geometric qualities of a map. This project consists of the creation of 3-band, 24 bit color digital orthophoto tiles for the 5-county, Pennsylvania portion DVRPC's region utilizing a Leica ADS40 digital imaging system. The tiles were delivered in both GeoTIFF and MrSID MG3 formats. A GeoTIFF is a TIFF file which has geographic (or cartographic) data embedded as tags within the TIFF file. The geographic data can then be used to position the image in the correct location and geometry within a geographic information system (GIS) display. MrSID (Multi-resolution Seamless Image Database) is a proprietary, wavelet-based, image compression file format (*.sid) developed and patented by LizardTech, Inc. A 20:1 compresssion ratio was used for the MrSIDs. The complete data set contains 1,540 full ortho tiles in Pennsylvania State Plane South coordinate system, NAD83. The individual tiles measure 5,055' x 8,745' at a 1.0' pixel size. There is no image overlap between adjacent tiles. Orthoimagery processed by BAE Systems.","Delaware Valley Regional Planning Commission",,"Delaware Valley Regional Planning Commission",,,Public,,Files,English,Dataset,6d32a1c1-2ab5-4794-9dff-82f4c22ffec3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6d32a1c1-2ab5-4794-9dff-82f4c22ffec3,,Raster,,"-74.772,39.772,-76.137,40.677","40.2245,-75.4545",,,2005,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=1111,,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=1111,,,,,,Dataset,"08a-01 PASDA",0,0
"Lake Erie Watershed Lidar LAS 2012 - Tile Index",,,,,,,,,,,,,,,,,,"Pennsylvania Spatial Data Access (PASDA)",,,,,,,,,,http://www.pasda.psu.edu/metadata/harvest/Lake_Erie_Watershed_2012_TileIndex.xml,"6252001: United States of America (country, state, region,...), United States",2012,,,,,,,,"Penn State",,"Lake Erie Watershed Lidar LAS 2012 - Tile Index: Pennsylvania",Orthophotos,"TILE INDEX - 2012 Lake Erie Drainage Area (Erie, PA) Digital Orthoimagery Project - In the fall of 2012, Woolpert obtained new aerial Orthoimagery covering the entire project area (512 square miles). The aerial Orthoimagery was collected during leaf-off conditions during the fall 2012 flying season (November) at 1=100\ scale with a 6-inch pixel resolution. The Orthoimagery is being delivered as a project area wide dataset, consisting of 2,500\ x 2,500\ tiles. The file naming convention is as follows: xxxyyy (Pennsylvania North Zone); Please note that xxx and yyy represent the easting and northing coordinates (respectively) in state plane feet. Ownership of the data products resides with Penn State and the Pennsylvania Department of Environmental Protection.",,,"The Pennsylvania State University",,,Public,,Files,English,Dataset,234c0fb4-a03d-42ce-8a5f-2ebb0ab654a0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234c0fb4-a03d-42ce-8a5f-2ebb0ab654a0,,Mixed,,"-80.530849,41.6527,-79.75482,42.27633","41.964515,-80.1428345",,,2012,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=3165,,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=3165,,,,,,Dataset,"08a-01 PASDA",0,0
"Pennsylvania Crime 2002",,,,,,,,,,,,,,,,,,"Pennsylvania Spatial Data Access (PASDA)",,,,,,,,,,http://www.pasda.psu.edu/metadata/harvest/Crime_PA2002.xml,"6254927: Pennsylvania (country, state, region,...), Pennsylvania, United States",2005,,,,,,,,"Penn State",,"Crime 2002: Pennsylvania",Society,"This map layer shows crime statistics for the United States for the years 2001-2002, drawn from the Uniform Crime Reporting Program data compiled by the Federal Bureau of Investigation and archived at the Inter-university Consortium for Political and Social Research (ICPSR). Crime data are reported by county and are provided for eight crimes: murder, forcible rape, robbery, aggravated assault, burglary, larceny, motor vehicle theft, and arson. Statewide allocation data are not included in this map layer. Crime data are adjusted to compensate for incomplete reporting by individual law enforcement agencies. See the online codebook at  for more information. This layer is clipped to Pennsylvania","National Atlas of the United States",,"U S Department of Justice",,,Public,,Files,English,Dataset,dc344de3-5439-4da8-b722-729c3f314d29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dc344de3-5439-4da8-b722-729c3f314d29,,Vector,,"-74.779999,39.73,-80.520004,42.119999","40.9249995,-77.6500015",,,2005,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=942,,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=942,,,,,,Dataset,"08a-01 PASDA",0,0
