dc_identifier_s,dc_title_s,dc_description_s,dc_rights_s,dc_format_s,dc_language_s,dc_type_s,dc_publisher_sm,dc_subject_sm,dc_publisher_sm__002,dc_creator_sm,dct_provenance_s,dct_references_s,dct_isPartOf_sm,dct_spatial_sm__001|dct_spatial_sm__002|dct_spatial_sm__003|dct_spatial_sm__004|dct_spatial_sm__005|dct_spatial_sm__006|dct_spatial_sm__007|dct_spatial_sm__008|dct_spatial_sm__009|dct_spatial_sm__010,dc_relation_sm,dct_temporal_sm__001,layer_slug_s,layer_geom_type_s,layer_modified_dt,thumbnail_path_ss,centroid_s,solr_geom,solr_year_i
ed6576a8-778d-4fc9-a101-bff8d7c7ae8a,"Indiana, 1950: age-sex pyramids for counties excluding places over 10,000 in 1940.","""JFH.""; Pen and ink.; Includes an age-sex pyramid for each of Indiana's 92 counties. Scale not given.",Public,JPEG,English,Image,publisher not identified,Thematic maps|Demographics,,"John Fraser Hart, cartographer.",Indiana,"{""http://schema.org/url"":""http://purl.dlib.indiana.edu/iudl/images/VAC3073/VAC3073-M-00337"",""http://schema.org/downloadUrl"":""https://purl.dlib.indiana.edu/iudl/images/VAC3073/screen/VAC3073-M-00337""}",Indiana Historic Maps,"Indiana, United States",http://sws.geonames.org/4921868,195-?,ed6576a8-778d-4fc9-a101-bff8d7c7ae8a,Paper Map,2017-12-8T14:40:34Z,https://purl.dlib.indiana.edu/iudl/images/VAC3073/thumbnail/VAC3073-M-00337,"39.755,-86.43","ENVELOPE(-88.08, -84.78, 41.75, 37.76)",1950
f07ca1ca-622c-4f03-8f37-917afe76631e,The covered bridges of Indiana,"Title on verso: Indiana covered bridges, 1967. Scale not given.",Public,JPEG,English,Image,Indiana Covered Bridge Society,Tourist Thematic maps|Covered bridges|Bridges,,"Gould,  George E., cartographer.",Indiana,"{""http://schema.org/url"":""http://purl.dlib.indiana.edu/iudl/images/VAC3073/VAC3073-M-00026"",""http://schema.org/downloadUrl"":""https://purl.dlib.indiana.edu/iudl/images/VAC3073/screen/VAC3073-M-00026""}",Indiana Historic Maps,"Indiana, United States",http://sws.geonames.org/4921868,1967,f07ca1ca-622c-4f03-8f37-917afe76631e,Paper Map,2017-12-8T14:40:34Z,https://purl.dlib.indiana.edu/iudl/images/VAC3073/thumbnail/VAC3073-M-00026,"39.755,-86.43","ENVELOPE(-88.08, -84.78, 41.75, 37.76)",1967
003958ca-e5d8-4f6b-a1b1-b827084eb0f1,Commuting patterns between counties.,"""Source: 1970 census.""; ""Counts of under 50 are omitted."" Scale not given.",Public,JPEG,English,Image,"Research and Statistics Section, Indiana Employment Security Division",Thematic maps Statistical|Commuters,,,Indiana,"{""http://schema.org/url"":""http://purl.dlib.indiana.edu/iudl/images/VAC3073/VAC3073-M-00354"",""http://schema.org/downloadUrl"":""https://purl.dlib.indiana.edu/iudl/images/VAC3073/screen/VAC3073-M-00354""}",Indiana Historic Maps,"Indiana, United States",http://sws.geonames.org/4921868,1970?,003958ca-e5d8-4f6b-a1b1-b827084eb0f1,Paper Map,2017-12-8T14:40:34Z,https://purl.dlib.indiana.edu/iudl/images/VAC3073/thumbnail/VAC3073-M-00354,"39.755,-86.43","ENVELOPE(-88.08, -84.78, 41.75, 37.76)",1970
66277480-fc5b-4a11-9e97-45fa432fc0b2,Indiana coal mines: located on railroads,Shows southwestern Indiana from Newport in the north to the Ohio River on the south and from the Wabash River on the west to Morgantown on the east.; Includes index to coal mines with their railroads and and inset of the entire state of Indiana showing Indiana Coal Deposits. Scale not given.,Public,JPEG,English,Image,The Association,Mine Thematic maps|Coal mines|Geology|Coal,,,Indiana,"{""http://schema.org/url"":""http://purl.dlib.indiana.edu/iudl/images/VAC3073/VAC3073-M-00116"",""http://schema.org/downloadUrl"":""https://purl.dlib.indiana.edu/iudl/images/VAC3073/screen/VAC3073-M-00116""}",Indiana Historic Maps,"Indiana, United States",http://sws.geonames.org/4921868,1947?,66277480-fc5b-4a11-9e97-45fa432fc0b2,Paper Map,2017-12-8T14:40:34Z,https://purl.dlib.indiana.edu/iudl/images/VAC3073/thumbnail/VAC3073-M-00116,"39.755,-86.43","ENVELOPE(-88.08, -84.78, 41.75, 37.76)",1947
07b23648-56df-4ad7-9649-729a54947b46,"Distribution, structure, and mined areas of coals in Fountain and Warren Counties, and the northernmost part of Vermillion County, Indiana","""Preliminary coal map no. 9""--Margin.; Includes 1 ancillary map, 1 diagram showing township enumeration, 1 index map, 1 stratigraphic column, and 1 cross section.; Verso shows 5 tables including indexed list of mines keyed to map. Scales differ",Public,JPEG,English,Image,"Indiana Dept. of Conservation, Geological Survey",Mine maps|Coal mines|Geology|Coal,,"Hutchison,  Harold C.(Harold Christy), 1925-cartographer.",Indiana,"{""http://schema.org/url"":""http://purl.dlib.indiana.edu/iudl/images/VAC3073/VAC3073-M-00418"",""http://schema.org/downloadUrl"":""https://purl.dlib.indiana.edu/iudl/images/VAC3073/screen/VAC3073-M-00418""}",Indiana Historic Maps,"Vermillion County, Indiana, United States|Fountain County, Indiana, United States|Warren County, Indiana, United States|Indiana, United States",http://sws.geonames.org/4266252|http://sws.geonames.org/4920444|http://sws.geonames.org/4927846|http://sws.geonames.org/4921868,1961,07b23648-56df-4ad7-9649-729a54947b46,Paper Map,2017-12-8T14:40:35Z,https://purl.dlib.indiana.edu/iudl/images/VAC3073/thumbnail/VAC3073-M-00418,"40.19505,-87.305","ENVELOPE(-87.53, -87.08, 40.46, 39.9301)",1961
5033d8a6-c4db-4864-8f41-37481ccf7194,"Distribution, structure, and mined areas of coals in Spencer County, Indiana","""Preliminary coal map no. 8""--Margin.; Includes 2 geologic cross sections, location map, geologic column, index of mines, tables, and diagram of township sections. Scale approximately 1:126,720. Approximately 1 inch to 2 miles.",Public,JPEG,English,Image,"Indiana Dept. of Conservation, Geological Survey",Mine maps|Coal mines|Geology|Coal,,"Hutchison,  Harold C.(Harold Christy), 1925-cartographer.",Indiana,"{""http://schema.org/url"":""http://purl.dlib.indiana.edu/iudl/images/VAC3073/VAC3073-M-00222"",""http://schema.org/downloadUrl"":""https://purl.dlib.indiana.edu/iudl/images/VAC3073/screen/VAC3073-M-00222""}",Indiana Historic Maps,"Spencer County, Indiana, United States|Indiana, United States",http://sws.geonames.org/4265152|http://sws.geonames.org/4921868,1959,5033d8a6-c4db-4864-8f41-37481ccf7194,Paper Map,2017-12-8T14:40:35Z,https://purl.dlib.indiana.edu/iudl/images/VAC3073/thumbnail/VAC3073-M-00222,"37.99,-86.01","ENVELOPE(-87.26, -84.76, 38.2, 37.78)",1959
c2f41dcf-9d95-41ee-b29a-2790cf23995f,Map of southwestern Indiana showing locations of active coal mines,"Scale approximately 1:380,000.",Public,JPEG,English,Image,"State of Indiana, Dept. of Conservation",Mine maps|Coal mines,,"Hutchison,  Harold C.(Harold Christy), 1925-cartographer.",Indiana,"{""http://schema.org/url"":""http://purl.dlib.indiana.edu/iudl/images/VAC3073/VAC3073-M-00227"",""http://schema.org/downloadUrl"":""https://purl.dlib.indiana.edu/iudl/images/VAC3073/screen/VAC3073-M-00227""}",Indiana Historic Maps,"Indiana, United States",http://sws.geonames.org/4921868,1969,c2f41dcf-9d95-41ee-b29a-2790cf23995f,Paper Map,2017-12-8T14:40:35Z,https://purl.dlib.indiana.edu/iudl/images/VAC3073/thumbnail/VAC3073-M-00227,"39.245,-87.28","ENVELOPE(-88.1, -86.46, 40.73, 37.76)",1969
e7443c6e-936f-4d1c-acf4-d6255afcc602,Map of Indiana showing location of active coal mines,"Shows southwest quadrant of Indiana.; Includes location map and ""Diagram of township showing arrangement of sections.""; ""1952."" Scale 1:500,000.",Public,JPEG,English,Image,"Indiana Dept. of Conservation, Geological Survey",Mine|Coal mines,,"Wier,  Charles E.(Charles Eugene), 1921-cartographer.",Indiana,"{""http://schema.org/url"":""http://purl.dlib.indiana.edu/iudl/images/VAC3073/VAC3073-M-00414"",""http://schema.org/downloadUrl"":""https://purl.dlib.indiana.edu/iudl/images/VAC3073/screen/VAC3073-M-00414""}",Indiana Historic Maps,"Indiana, United States",http://sws.geonames.org/4921868,1952,e7443c6e-936f-4d1c-acf4-d6255afcc602,Paper Map,2017-12-8T14:40:35Z,https://purl.dlib.indiana.edu/iudl/images/VAC3073/thumbnail/VAC3073-M-00414,"39.18505,-86.97005","ENVELOPE(-87.5301, -86.41, 40.6101, 37.76)",1952
b563e0fc-e0cf-4683-a0f2-69814b4b3dd5,Map of southwestern Indiana showing locations of coal slurry ponds and preparation plants,"""December 1979"". Scale approximately 1:380,000",Public,JPEG,English,Image,Indiana Geological Survey,Thematic maps Mine|Coal,,"Eggert,  Donald L., cartographer.",Indiana,"{""http://schema.org/url"":""http://purl.dlib.indiana.edu/iudl/images/VAC3073/VAC3073-M-00195"",""http://schema.org/downloadUrl"":""https://purl.dlib.indiana.edu/iudl/images/VAC3073/screen/VAC3073-M-00195""}",Indiana Historic Maps,"Indiana, United States",http://sws.geonames.org/4921868,1979,b563e0fc-e0cf-4683-a0f2-69814b4b3dd5,Paper Map,2017-12-8T14:40:35Z,https://purl.dlib.indiana.edu/iudl/images/VAC3073/thumbnail/VAC3073-M-00195,"39.805,-86.43","ENVELOPE(-88.11, -84.75, 41.75, 37.86)",1979
d75f9a90-5512-4a63-8d56-e6ca0af182a0,Trade areas: [Indiana],"Blueprint.; ""1936."" Scale approximately 1:500,000",Public,JPEG,English,Image,The Board,Thematic maps|Central places|Retail trade,,,Indiana,"{""http://schema.org/url"":""http://purl.dlib.indiana.edu/iudl/images/VAC3073/VAC3073-M-00206"",""http://schema.org/downloadUrl"":""https://purl.dlib.indiana.edu/iudl/images/VAC3073/screen/VAC3073-M-00206""}",Indiana Historic Maps,"Indiana, United States",http://sws.geonames.org/4921868,1936,d75f9a90-5512-4a63-8d56-e6ca0af182a0,Paper Map,2017-12-8T14:40:36Z,https://purl.dlib.indiana.edu/iudl/images/VAC3073/thumbnail/VAC3073-M-00206,"39.805,-86.43","ENVELOPE(-88.11, -84.75, 41.75, 37.86)",1936
0dd569b5-cb64-4a9e-8ae1-e95a3382ec42,1936-37 map and business directory of Angola,"Includes street index and business directory of Angola, Ind. around the maps. Scale approximately 1:8,800.",Public,JPEG,English,Image,C.W. Chadwick,Thematic maps|Central business districts,,,Indiana,"{""http://schema.org/url"":""http://purl.dlib.indiana.edu/iudl/images/VAC3073/VAC3073-M-00593"",""http://schema.org/downloadUrl"":""https://purl.dlib.indiana.edu/iudl/images/VAC3073/screen/VAC3073-M-00593""}",Indiana Historic Maps,"Angola, Indiana, United States|Indiana, United States",http://sws.geonames.org/4917614|http://sws.geonames.org/4921868,1936,0dd569b5-cb64-4a9e-8ae1-e95a3382ec42,Paper Map,2017-12-8T14:40:36Z,https://purl.dlib.indiana.edu/iudl/images/VAC3073/thumbnail/VAC3073-M-00593,"41.63505,-84.995","ENVELOPE(-85.03, -84.96, 41.6601, 41.61)",1936
315cc3ba-6066-4c03-b4d6-f7fc789416b2,Mile square--Indianapolis.,"Scale 1:2,400. Approximately 1 inch = 200 feet.",Public,JPEG,English,Image,National Map Co.,Thematic maps|Central business districts,,,Indiana,"{""http://schema.org/url"":""http://purl.dlib.indiana.edu/iudl/images/VAC3073/VAC3073-M-00407"",""http://schema.org/downloadUrl"":""https://purl.dlib.indiana.edu/iudl/images/VAC3073/screen/VAC3073-M-00407""}",Indiana Historic Maps,"Indianapolis, Indiana, United States|Indiana, United States",http://sws.geonames.org/4259418|http://sws.geonames.org/4921868,1931,315cc3ba-6066-4c03-b4d6-f7fc789416b2,Paper Map,2017-12-8T14:40:36Z,https://purl.dlib.indiana.edu/iudl/images/VAC3073/thumbnail/VAC3073-M-00407,"39.75505,-86.14505","ENVELOPE(-86.16, -86.1301, 39.76, 39.7501)",1931
2a872c04-f83b-47ac-a3ac-298968ad6c4a,"[1970 census enumeration district and census tract map of Monroe County, Indiana].","Title supplied by cataloger.; Blue line print.; Base map: General Highway and transportation map, Monroe County, Indiana / prepared by the Indiana State Highway Commission, Division of Planning, 1963.; Shows census enumeration district and census tract boundaries and numbers for the 1970 census. Scale approximately 1:126,720.",Public,JPEG,English,Image,"United States Bureau of the Census, Geography Division",Census data|Census,,,Indiana,"{""http://schema.org/url"":""http://purl.dlib.indiana.edu/iudl/images/VAC3073/VAC3073-M-00254"",""http://schema.org/downloadUrl"":""https://purl.dlib.indiana.edu/iudl/images/VAC3073/screen/VAC3073-M-00254""}",Indiana Historic Maps,"Monroe County, Indiana, United States|Indiana, United States",http://sws.geonames.org/4261526|http://sws.geonames.org/4921868,1970?,2a872c04-f83b-47ac-a3ac-298968ad6c4a,Paper Map,2017-12-8T14:40:36Z,https://purl.dlib.indiana.edu/iudl/images/VAC3073/thumbnail/VAC3073-M-00254,"39.175,-86.495","ENVELOPE(-86.68, -86.31, 39.35, 39)",1970
e863dc5a-15d4-4516-b964-f5ef206447e7,State of Indiana.,"Shows proposed National Cemetery in Indianapolis with 25 mile concentric rings showing distance from the proposed National Cemetery and other National Cemeteries in surrounding states.; ""M-15.""; Base map: Geological Survey (U.S.). State of Indiana. Ed. of 1912, reprinted 1930. Scale approximately 1:715,000, not ""1:500,000"".",Public,JPEG,English,Image,U.S. War Dept.?,Thematic maps|Cemeteries,,,Indiana,"{""http://schema.org/url"":""http://purl.dlib.indiana.edu/iudl/images/VAC3073/VAC3073-M-00333"",""http://schema.org/downloadUrl"":""https://purl.dlib.indiana.edu/iudl/images/VAC3073/screen/VAC3073-M-00333""}",Indiana Historic Maps,"Indiana, United States",http://sws.geonames.org/4921868,194-?,e863dc5a-15d4-4516-b964-f5ef206447e7,Paper Map,2017-12-8T14:40:36Z,https://purl.dlib.indiana.edu/iudl/images/VAC3073/thumbnail/VAC3073-M-00333,"39.805,-86.43","ENVELOPE(-88.11, -84.75, 41.75, 37.86)",1940
98bd763f-3506-433d-8837-f1a81b0afb45,Ancient shorelines of southwestern Lake Michigan,"Includes ill., text, graphs showing ""Lake-level fluctuations over the past 4,700 years"" and a timeline showing historical events since 1166 B.C. tied to specific beach ridges.; ""Poster 2.1.""; ""The map below was created by tracing beach ridges from a series of aerial photographs of northern Lake and Porter Counties taken in 1938."" Scale approximately 1:59,000.",Public,JPEG,English,Image,"Indiana University, Indiana Geological Survey",Thematic maps|Beaches,,"Thompson,  Todd A.(Todd Alan), 1959-cartographer.",Indiana,"{""http://schema.org/url"":""http://purl.dlib.indiana.edu/iudl/images/VAC3073/VAC3073-M-00193"",""http://schema.org/downloadUrl"":""https://purl.dlib.indiana.edu/iudl/images/VAC3073/screen/VAC3073-M-00193""}",Indiana Historic Maps,"Porter County, Indiana, United States|Lake County, Indiana, United States|Lake Michigan, United States|Indiana, United States",http://sws.geonames.org/4925020|http://sws.geonames.org/4922493|http://sws.geonames.org/4994594|http://sws.geonames.org/4921868,2000,98bd763f-3506-433d-8837-f1a81b0afb45,Paper Map,2017-12-8T14:40:37Z,https://purl.dlib.indiana.edu/iudl/images/VAC3073/thumbnail/VAC3073-M-00193,"41.4501,-87.36005","ENVELOPE(-87.5101, -87.21, 41.7501, 41.1501)",2000
97168d9a-b191-4cb6-8088-a45ad499c1be,"Important farmlands, St. Joseph County, Indiana","Shows land use.; Includes vicinity map, text, and sectionalized township.; ""March 1986.""; ""Base 4-R-39699."" Scale approximately 1:50,000",Public,JPEG,English,Image,The Service,Thematic maps|Agriculture,,,Indiana,"{""http://schema.org/url"":""http://purl.dlib.indiana.edu/iudl/images/VAC3073/VAC3073-M-00087"",""http://schema.org/downloadUrl"":""https://purl.dlib.indiana.edu/iudl/images/VAC3073/screen/VAC3073-M-00087""}",Indiana Historic Maps,"Saint Joseph County, Indiana, United States|Indiana, United States",http://sws.geonames.org/4925848|http://sws.geonames.org/4921868,1986,97168d9a-b191-4cb6-8088-a45ad499c1be,Paper Map,2017-12-8T14:40:37Z,https://purl.dlib.indiana.edu/iudl/images/VAC3073/thumbnail/VAC3073-M-00087,"41.6001,-86.265","ENVELOPE(-86.48, -86.05, 41.7501, 41.4501)",1986
af9a90e4-0a8e-4c57-9de2-5f5b4a244732,"Rand McNally standard map of air trails in Indiana, May 1936","Aeronautical information is overprinted on ""Rand McNally standard map of Indiana.""; Includes index to cities and towns in left margin of recto and textual aeronautical information and indexed ""Indiana airport and airway directory, April 1936"" on verso. Scale 1:735,000. 1 inch = 11.6 statute mile. 1 centimeter = 7.3 kilometers.",Public,JPEG,English,Image,Rand McNally,Aeronautical charts|Thematic maps|Aeronautical charts,,,Indiana,"{""http://schema.org/url"":""http://purl.dlib.indiana.edu/iudl/images/VAC3073/VAC3073-M-00161"",""http://schema.org/downloadUrl"":""https://purl.dlib.indiana.edu/iudl/images/VAC3073/screen/VAC3073-M-00161""}",Indiana Historic Maps,"Indiana, United States",http://sws.geonames.org/4921868,1936,af9a90e4-0a8e-4c57-9de2-5f5b4a244732,Paper Map,2017-12-8T14:40:37Z,https://purl.dlib.indiana.edu/iudl/images/VAC3073/thumbnail/VAC3073-M-00161,"39.805,-86.43","ENVELOPE(-88.11, -84.75, 41.75, 37.86)",1936
fd623304-331a-4c8e-aa48-c0043e7ad21b,"Stout Field, Indianapolis, Ind.","""Prepared under the direction of the Chief of Staff, U.S. Air Force for the Aeronautical Chart Service.""; ""Base no. 1, March 1949.""; ""31 March 1949.""; ""AL-204.""; Instrument approach chart includes chart of ""C.A.A.-U.S.A.F. instrument approach procedure, 1 Feb. 1949."" Scale approximately 1:226,000",Public,JPEG,English,Image,The Survey,Aeronautical charts|Thematic maps|Aeronautical charts,,,Indiana,"{""http://schema.org/url"":""http://purl.dlib.indiana.edu/iudl/images/VAC3073/VAC3073-M-00040"",""http://schema.org/downloadUrl"":""https://purl.dlib.indiana.edu/iudl/images/VAC3073/screen/VAC3073-M-00040""}",Indiana Historic Maps,"Indianapolis, Indiana, United States|Indiana, United States",http://sws.geonames.org/4259418|http://sws.geonames.org/4921868,1949,fd623304-331a-4c8e-aa48-c0043e7ad21b,Paper Map,2017-12-8T14:40:37Z,https://purl.dlib.indiana.edu/iudl/images/VAC3073/thumbnail/VAC3073-M-00040,"39.72,-86.22005","ENVELOPE(-86.2301, -86.21, 39.73, 39.71)",1949
966e74fc-3b5b-4f7c-954a-f11d027a32ad,Monroe County Indiana: line index to aerial photography,"Blue line print.; Base maps: USGS 1:100,000-scale quadrangles for Bloomington, Indiana and Bedford, Indiana.; ""Project: Monroe County, Indiana (18105) ; Project code: NAPP ; Year of Photography: 1987 ; Film type: Color I.R. Positive, B/W internegative ; Negative scale: 1:40,000 ; Nominal focal length: 6"" ; Direction of flight: N-S ; Contractor: Aero-Metric Engineering, Inc.""; Shows the center point of each photograph. Scale 1:100,000",Public,JPEG,English,Image,U.S. Dept. of Agriculture Aerial Photography Field Office,Index maps|Aerial photographs,,,Indiana,"{""http://schema.org/url"":""http://purl.dlib.indiana.edu/iudl/images/VAC3073/VAC3073-M-00653"",""http://schema.org/downloadUrl"":""https://purl.dlib.indiana.edu/iudl/images/VAC3073/screen/VAC3073-M-00653""}",Indiana Historic Maps,"Monroe County, Indiana, United States|Indiana, United States",http://sws.geonames.org/4261526|http://sws.geonames.org/4921868,1987,966e74fc-3b5b-4f7c-954a-f11d027a32ad,Paper Map,2017-12-8T14:40:38Z,https://purl.dlib.indiana.edu/iudl/images/VAC3073/thumbnail/VAC3073-M-00653,"39.175,-86.495","ENVELOPE(-86.68, -86.31, 39.35, 39)",1987
001dacc4-5977-4e75-ae94-2601c746b58e,School and road district map of Wayne County.,"From Rerick Brothers' County of Wayne, Indiana, an imperial atlas and art folio, including chronological chart, statistical tables, and description of rectangular survey, 1893.; ""7."" Scale approximately 1:110,000.",Public,JPEG,English,Image,Rerick Bros.?,Thematic maps|Administrative and political divisions|School districts,,,Indiana,"{""http://schema.org/url"":""http://purl.dlib.indiana.edu/iudl/images/VAC3073/VAC3073-M-00578"",""http://schema.org/downloadUrl"":""https://purl.dlib.indiana.edu/iudl/images/VAC3073/screen/VAC3073-M-00578""}",Indiana Historic Maps,"Wayne County, Indiana, United States|Indiana, United States",http://sws.geonames.org/4266673|http://sws.geonames.org/4921868,1893?,001dacc4-5977-4e75-ae94-2601c746b58e,Paper Map,2017-12-8T14:40:38Z,https://purl.dlib.indiana.edu/iudl/images/VAC3073/thumbnail/VAC3073-M-00578,"39.85005,-85.00505","ENVELOPE(-85.21, -84.8001, 40, 39.7001)",1893
1ada6bc2-bade-44c3-b4a5-613e0d8b3587,"Ward & precinct map, La Porte","""Compliments, John A. Kelley, Democratic candidate for Surveyor."" Scale not given.",Public,JPEG,English,Image,John A. Kelley,Thematic maps|Administrative and political divisions|Election districts,,"Kelley,  John A., C.E., cartographer.",Indiana,"{""http://schema.org/url"":""http://purl.dlib.indiana.edu/iudl/images/VAC3073/VAC3073-M-00097"",""http://schema.org/downloadUrl"":""https://purl.dlib.indiana.edu/iudl/images/VAC3073/screen/VAC3073-M-00097""}",Indiana Historic Maps,"LaPorte, Indiana, United States|Indiana, United States",http://sws.geonames.org/4922459|http://sws.geonames.org/4921868,1936,1ada6bc2-bade-44c3-b4a5-613e0d8b3587,Paper Map,2017-12-8T14:40:39Z,https://purl.dlib.indiana.edu/iudl/images/VAC3073/thumbnail/VAC3073-M-00097,"41.59505,-86.71505","ENVELOPE(-86.75, -86.6801, 41.61, 41.5801)",1936
ac3eccfb-f1de-4ba9-b199-1170adaec671,"Bloomington, [Indiana] metropolitan map series","Blue line print.; ""1020.""; ""1980 census map.""; Shows census blocks for portions of Monroe County, Indiana, including Bloomington, Ellettsville, and Stinesville and portions of Washington Township in Brown County. Scale approximately 1:19,000",Public,JPEG,English,Image,publisher not identified,Census data|Statistical Thematic maps|Administrative and political divisions|Census,,,Indiana,"{""http://schema.org/url"":""http://purl.dlib.indiana.edu/iudl/images/VAC3073/VAC3073-M-00170"",""http://schema.org/downloadUrl"":""https://purl.dlib.indiana.edu/iudl/images/VAC3073/screen/VAC3073-M-00170""}",Indiana Historic Maps,"Stinesville, Indiana, United States|Washington, Indiana, United States|Brown County, Indiana, United States|Ellettsville, Indiana, United States|Bloomington, Indiana, United States|Monroe County, Indiana, United States|Indiana, United States",http://sws.geonames.org/4265360|http://sws.geonames.org/4266586|http://sws.geonames.org/4255024|http://sws.geonames.org/4257110|http://sws.geonames.org/4254679|http://sws.geonames.org/4261526|http://sws.geonames.org/4921868,198-?,ac3eccfb-f1de-4ba9-b199-1170adaec671,Paper Map,2017-12-8T14:40:39Z,https://purl.dlib.indiana.edu/iudl/images/VAC3073/thumbnail/VAC3073-M-00170,"39.1651,-86.35505","ENVELOPE(-86.65, -86.0601, 39.3001, 39.0301)",1980
6aaccc8d-1aa4-4ab2-91eb-7ebc82699511,Map of Indiana showing county boundaries and township and range lines,"""January, 1952.""; Black line print.; ""Traced from Map of Indiana, edition of 1950, published by U.S. Geological Survey. Minor revisions and additions made from county base maps published by Geological Survey of Indiana. Land grant outlines compiled from original land survey sheets."" Scale 1:500,000.",Public,JPEG,English,Image,Geological Survey,Administrative and political divisions,,"Moran,  W. H.(William H.), cartographer.",Indiana,"{""http://schema.org/url"":""http://purl.dlib.indiana.edu/iudl/images/VAC3073/VAC3073-M-00215"",""http://schema.org/downloadUrl"":""https://purl.dlib.indiana.edu/iudl/images/VAC3073/screen/VAC3073-M-00215""}",Indiana Historic Maps,"Indiana, United States",http://sws.geonames.org/4921868,1952,6aaccc8d-1aa4-4ab2-91eb-7ebc82699511,Paper Map,2017-12-8T14:40:39Z,https://purl.dlib.indiana.edu/iudl/images/VAC3073/thumbnail/VAC3073-M-00215,"39.755,-86.43","ENVELOPE(-88.08, -84.78, 41.75, 37.76)",1952
d5074d97-8499-4775-8756-21263d2a29a7,"Map of Indiana showing county boundaries, township and range lines","""November, 1951.""; Blue line print.; ""Traced from compilation proof sheets of new base map of Indiana, prepared by the U.S. Geological Survey. Minor additions made from Indiana Transportation Map, edition of 1947, which was also prepared by the U.S. Geological Survey."" Scale 1:380,160",Public,JPEG,English,Image,Indiana Geological Survey,Administrative and political divisions,,"Moran,  W. H.(William H.), cartographer.",Indiana,"{""http://schema.org/url"":""http://purl.dlib.indiana.edu/iudl/images/VAC3073/VAC3073-M-00001"",""http://schema.org/downloadUrl"":""https://purl.dlib.indiana.edu/iudl/images/VAC3073/screen/VAC3073-M-00001""}",Indiana Historic Maps,"Indiana, United States",http://sws.geonames.org/4921868,1951,d5074d97-8499-4775-8756-21263d2a29a7,Paper Map,2017-12-8T14:40:39Z,https://purl.dlib.indiana.edu/iudl/images/VAC3073/thumbnail/VAC3073-M-00001,"39.755,-86.43","ENVELOPE(-88.08, -84.78, 41.75, 37.76)",1951
385673e6-0a70-4579-8465-432dbdf8dade,Indiana ; minor civil divisions.,"""Bureau of the Census--1930."" Scale approximately 1:500,000.",Public,JPEG,English,Image,U.S. G.P.O.,Thematic maps|Administrative and political divisions,,,Indiana,"{""http://schema.org/url"":""http://purl.dlib.indiana.edu/iudl/images/VAC3073/VAC3073-M-00430"",""http://schema.org/downloadUrl"":""https://purl.dlib.indiana.edu/iudl/images/VAC3073/screen/VAC3073-M-00430""}",Indiana Historic Maps,"Indiana, United States",http://sws.geonames.org/4921868,1930,385673e6-0a70-4579-8465-432dbdf8dade,Paper Map,2017-12-8T14:40:39Z,https://purl.dlib.indiana.edu/iudl/images/VAC3073/thumbnail/VAC3073-M-00430,"39.805,-86.43","ENVELOPE(-88.11, -84.75, 41.75, 37.86)",1930
c68dbf2e-9374-4a5f-84b8-faac6d775766,"Precinct map of Dubois County, Indiana","Scale approximately 1:150,000. each square = 1 mile.",Public,JPEG,English,Image,Birdseye News,Thematic maps|Administrative and political divisions,,"Wilson,  George R., 1863-1941, cartographer.",Indiana,"{""http://schema.org/url"":""http://purl.dlib.indiana.edu/iudl/images/VAC3073/VAC3073-M-00424"",""http://schema.org/downloadUrl"":""https://purl.dlib.indiana.edu/iudl/images/VAC3073/screen/VAC3073-M-00424""}",Indiana Historic Maps,"Dubois County, Indiana, United States|Indiana, United States",http://sws.geonames.org/4256808|http://sws.geonames.org/4921868,1900,c68dbf2e-9374-4a5f-84b8-faac6d775766,Paper Map,2017-12-8T14:40:39Z,https://purl.dlib.indiana.edu/iudl/images/VAC3073/thumbnail/VAC3073-M-00424,"38.365,-86.87","ENVELOPE(-87.06, -86.68, 38.53, 38.2)",1900
c8f9fdc0-e27c-49dd-8c63-a8a41f242f9b,"Map of Indianapolis and center township: showing new ward and precinct boundaries, established:  Wednesday, June 27th 1906","Scale 1:15,840. 4 inches to mile.",Public,JPEG,English,Image,Sentinel Print. Co.,Thematic maps|Administrative and political divisions,,"Palmer,  Thos. W.(Thomas W.), cartographer.",Indiana,"{""http://schema.org/url"":""http://purl.dlib.indiana.edu/iudl/images/VAC3073/VAC3073-M-00411"",""http://schema.org/downloadUrl"":""https://purl.dlib.indiana.edu/iudl/images/VAC3073/screen/VAC3073-M-00411""}",Indiana Historic Maps,"Indianapolis, Indiana, United States|Marion County, Indiana, United States|Indiana, United States",http://sws.geonames.org/4259418|http://sws.geonames.org/4260977|http://sws.geonames.org/4921868,1909,c8f9fdc0-e27c-49dd-8c63-a8a41f242f9b,Paper Map,2017-12-8T14:40:40Z,https://purl.dlib.indiana.edu/iudl/images/VAC3073/thumbnail/VAC3073-M-00411,"39.76,-86.15","ENVELOPE(-86.15, -86.15, 39.76, 39.76)",1909
