"Dublin Core:Title","Dublin Core:Description","Dublin Core:Rights","Dublin Core:Provenance","Dublin Core:Is Part Of","Dublin Core:Subject","Dublin Core:Spatial Coverage","Dublin Core:Temporal Coverage","Dublin Core:Date Issued","Dublin Core:Creator","Dublin Core:Publisher","Dublin Core:Format","Dublin Core:Language","Dublin Core:Type","Dublin Core:Identifier","Dublin Core:Relation","Dublin Core:References","Dublin Core:Source","Dublin Core:Date","Dublin Core:Contributor","Dublin Core:Coverage","Dublin Core:Alternative Title","Dublin Core:Abstract","Dublin Core:Table Of Contents","Dublin Core:Date Available","Dublin Core:Date Created","Dublin Core:Date Accepted","Dublin Core:Date Copyrighted","Dublin Core:Date Submitted","Dublin Core:Date Modified","Dublin Core:Date Valid","Dublin Core:Access Rights","Dublin Core:License","Dublin Core:Conforms To","Dublin Core:Has Format","Dublin Core:Has Part","Dublin Core:Has Version","Dublin Core:Is Format Of","Dublin Core:Is Referenced By","Dublin Core:Is Replaced By","Dublin Core:Is Required By","Dublin Core:Is Version Of","Dublin Core:Replaces","Dublin Core:Requires","Dublin Core:Extent","Dublin Core:Medium","Dublin Core:Bibliographic Citation","Dublin Core:Accrual Method","Dublin Core:Accrual Periodicity","Dublin Core:Accrual Policy","Dublin Core:Audience","Dublin Core:Audience Education Level","Dublin Core:Mediator","Dublin Core:Instructional Method","Dublin Core:Rights Holder","Item Type Metadata:Text","Item Type Metadata:Interviewer","Item Type Metadata:Interviewee","Item Type Metadata:Location","Item Type Metadata:Transcription","Item Type Metadata:Local URL","Item Type Metadata:Original Format","Item Type Metadata:Physical Dimensions","Item Type Metadata:Duration","Item Type Metadata:Compression","Item Type Metadata:Producer","Item Type Metadata:Director","Item Type Metadata:Bit Rate/Frequency","Item Type Metadata:Time Summary","Item Type Metadata:Email Body","Item Type Metadata:Subject Line","Item Type Metadata:From","Item Type Metadata:To","Item Type Metadata:CC","Item Type Metadata:BCC","Item Type Metadata:Number of Attachments","Item Type Metadata:Standards","Item Type Metadata:Objectives","Item Type Metadata:Materials","Item Type Metadata:Lesson Plan Text","Item Type Metadata:URL","Item Type Metadata:Event Type","Item Type Metadata:Participants","Item Type Metadata:Birth Date","Item Type Metadata:Birthplace","Item Type Metadata:Death Date","Item Type Metadata:Occupation","Item Type Metadata:Biographical Text","Item Type Metadata:Bibliography","Item Type Metadata:Notes","Item Type Metadata:Stage",GeoBlacklight:UUID,"GeoBlacklight:Layer ID",GeoBlacklight:Slug,"GeoBlacklight:Geometry Type","GeoBlacklight:Layer Modified Date","GeoBlacklight:GeoRSS Box","GeoBlacklight:GeoRSS Polygon","GeoBlacklight:GeoRSS Point","GeoBlacklight:Apache Solr Geometry","GeoBlacklight:Apache Solr Bounding Box","GeoBlacklight:Apache Solr Year","GeoBlacklight:Information Page",GeoBlacklight:Thumbnail,"GeoBlacklight:Download File","GeoBlacklight:IIIF Server","GeoBlacklight:Esri Rest Service","GeoBlacklight:Web Map Service",tags,file,itemType,collection,public,featured
"County of Montmorency Town 29 Range 1 East :[Michigan].","Lands shaded belong to the government.: Original version published Detroit : Richmond, Backus & Co., [1874?]; Scale approximately 1:32,000",Public,"Michigan State","Michigan State University Map Library",,"5002394: Montmorency County (country, state, region,...), Michigan, United States",1874,,,,JPEG,English,Image,82bbbd46-8e5b-41d3-9c8a-9a7bc5827707,,,"Print version:County of Montmorency Town 29 Range 1 East(OCoLC)931736526",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Draft,82bbbd46-8e5b-41d3-9c8a-9a7bc5827707,,,"Image",,"-84.36,44.85,-84.25,44.93",,"44.89,-84.305",,,1874,https://lib.msu.edu/branches/maps/MSU-Scanned/Michigan/montmorency_t29r1e,https://archive.lib.msu.edu/maps/public/images/montmorency_t29r1e-th.jpg,http://archive.lib.msu.edu/maps/MSU-Scanned/Michigan/montmorency_t29r1e.jpg,,,,,,Published,"06d-01 Michigan State University Map Library",0,0
"Map of the surveyed part of the territory of Michigan","Prime meridian: Washington.: Original version published [Albany, N.Y.] : [O. Risdon], 1825.; Scale 1:253,440. 4 miles to an in.",Public,"Michigan State","Michigan State University Map Library",,"5001836: Michigan (country, state, region,...), Michigan, United States",1825,1825,"Risdon, Orange",,JPEG,English,Image,d327379c-8d3e-4d06-8d07-25c3d0a8c7c3,,,"Print version:Risdon, Orange.Map of the surveyed part of the territory of Michigan(OCoLC)26841986",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Draft,d327379c-8d3e-4d06-8d07-25c3d0a8c7c3,,,"Image",,"-84.36,41.58,-82.38,43.98",,"42.78,-83.37",,,1825,http://www.lib.msu.edu/branches/maps/MSU-Scanned/Michigan/843-c-A-1825,https://archive.lib.msu.edu/maps/public/images/843-c-A-1825-th.jpg,http://archive.lib.msu.edu/maps/MSU-Scanned/Michigan/843-c-A-1825.jpg,,,,,,Published,"06d-01 Michigan State University Map Library",0,0
"Soil map, Ingham County, Michigan","Relief shown by contours and spot heights. ""Contour interval 10 and 20 feet."" ""Mark Baldwin, Inspector, District 1. Soils surveyed by J.O. Veatch, in charge, H.G. Adams, E.H. Hubbard, Clarence Dorman and L.R. Jones, Michigan Agricultural Experiment Station, and J.W. Moon and C.H. Wonser, U.S. Department of Agriculture."" ""Base map from U.S. Geological Survey sheets."" Includes map key, guide to ""conventional signs,"" and contour diagram.: Original version published [Washington, D.C.] : Field Operations, Bureau of Soils, 1933.; Scale 1:62,500",Public,"Michigan State","Michigan State University Map Library","Geological maps","4997130: Ingham County (country, state, region,...), Michigan, United States",1933,,"United States Bureau of Soils",,JPEG,English,Image,629be9e7-b969-4e3a-b6c5-bfa472d5eb4e,,,"Print version:United States. Division of Soil Survey.Soil map, Ingham County, Michigan /(OCoLC)41225261",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Draft,629be9e7-b969-4e3a-b6c5-bfa472d5eb4e,,,"Image",,"-84.58,42.5,-84.16,42.75",,"42.625,-84.37",,,1933,http://www.lib.msu.edu/branches/map/MiJPEGS/843-b-G-1933-ingham-soil/,http://archive.lib.msu.edu/maps/MSU-Scanned/Michigan/843-b-G-1933-ingham-soil.jpg,,,,,,,Published,"06d-01 Michigan State University Map Library",0,0
Michigan,"Prime meridian: Washington. ""Entered according to act of Congress in the year 1838, by T.G. Bradford ..."" Shows county names in effect from 1840 to 1843. Inset: Northwest part of Michigan. At upper right: ""25."": Original version published [Boston, Mass.] : [T.G. Bradford], [1842?]; Scale [ca. 1:1,650,000].",Public,"Michigan State","Michigan State University Map Library",,"5001836: Michigan (country, state, region,...), Michigan, United States",1842,,"Boynton, George W.",,JPEG,English,Image,c3b5edad-b329-426e-88ed-b48c916898e9,,,"Print version:Boynton, George W., -1884.Michigan(OCoLC)35065695",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Draft,c3b5edad-b329-426e-88ed-b48c916898e9,,,"Image",,"-90.41,41.66,-82.33,47.5",,"44.58,-86.37",,,1842,http://www.lib.msu.edu/branches/maps/MSU-Scanned/Michigan/843-A-1842-400,https://archive.lib.msu.edu/maps/public/images/843-A-1842-Boynton-th.jpg,http://archive.lib.msu.edu/maps/MSU-Scanned/Michigan/843-A-1842-400.jpg,,,,,,Published,"06d-01 Michigan State University Map Library",0,0
"The tourist's pocket map of Michigan :exhibiting its internal improvements, roads, distances, &c.","Shows stage roads. Relief shown by hachures. Prime meridian: Washington. ""Entered according to Act of Congress in the year 1834 by S. Augustus Mitchell ..."" ""Sold by Thomas, Cowperthwait & Co. ..."" Inset: The North west part of Michigan. Includes tables of steam boat routes.: Original version published Philadelphia : S. Augustus Mitchell, 1839.; Scale approximately 1:1,640,000",Public,"Michigan State","Michigan State University Map Library","Tourist maps","5001836: Michigan (country, state, region,...), Michigan, United States",1839,,"Young, J. H.(James Hamilton)",,JPEG,English,Image,34fcaf41-2e62-4ccd-9822-5d689aafa01b,,,"Print version:Young, J. H. (James Hamilton)The tourist's pocket map of Michigan(OCoLC)49314288",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Draft,34fcaf41-2e62-4ccd-9822-5d689aafa01b,,,"Image",,"-88,42,-82,46",,"44,-85",,,1853,https://lib.msu.edu/branches/maps/MSU-Scanned/Michigan/843-E-1839-Mitchell,https://archive.lib.msu.edu/maps/public/images/843-E-1839-Mitchell-th.jpg,http://archive.lib.msu.edu/maps/MSU-Scanned/Michigan/843-E-1839-Mitchell.jpg,,,,,,Published,"06d-01 Michigan State University Map Library",0,0
"A new map of Michigan with its canals, roads & distances.","Relief shown by hachures. From: A new universal atlas. 1852 or 1853 ed. ""Entered according to act of Congress, in the year 1850, by Thomas, Cowperthwait & Co. ..."" Includes table of steamboat routes. Inset: Western part of Michigan.: Original version published [Philadelphia] : Thomas, Cowperthwait & Co., [1852 or 1853]; Scale [ca. 1:2,050,000]",Public,"Michigan State","Michigan State University Map Library",,"5001836: Michigan (country, state, region,...), Michigan, United States",1853,,"Cowperthwait, Thomas",,JPEG,English,Image,4c223fff-935c-4ba9-bf2a-68e7d2e46f51,,,"Print version:Thomas, Cowperthwait & Co.A new map of Michigan with its canals, roads & distances(OCoLC)35065814",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Draft,4c223fff-935c-4ba9-bf2a-68e7d2e46f51,,,"Image",,"-90.41,41.16,-81.5,47.5",,"44.33,-85.955",,,1853,http://www.lib.msu.edu/branches/maps/MSU-Scanned/Michigan/843-D-1853,https://archive.lib.msu.edu/maps/public/images/843-D-1853-th.jpg,http://archive.lib.msu.edu/maps/MSU-Scanned/Michigan/843-D-1853.jpg,,,,,,Published,"06d-01 Michigan State University Map Library",0,0
"A new map of Michigan with its canals, roads & distances","Relief shown by hachures. From Tanner, H.S.A new universal atlas. Philadelphia : Carey & Hart, 1842. No. 29. Prime meridian: Washington. ""Entered according to act of Congress, in the year 1841, by H.S. Tanner ..."" Includes table of steamboat routes.: Original version published Philadelphia : Carey & Hart, [1842]; Scale [ca. 1:2,050,000]",Public,"Michigan State","Michigan State University Map Library",,"5001836: Michigan (country, state, region,...), Michigan, United States",1842,,"Tanner, Henry Schenck",,JPEG,English,Image,4f1b4bce-e60c-42cc-bae5-10c86b8afc2f,,,"Print version:Tanner, Henry Schenck, 1786-1858.New map of Michigan with its canals, roads & distances(OCoLC)35066098",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Draft,4f1b4bce-e60c-42cc-bae5-10c86b8afc2f,,,"Image",,"-90.41,41.16,-81.5,47.5",,"44.33,-85.955",,,1842,http://www.lib.msu.edu/branches/maps/MSU-Scanned/Michigan/843-D-1842-Tanner,https://archive.lib.msu.edu/maps/public/images/843-D-1842-Tanner-th.jpg,http://archive.lib.msu.edu/maps/MSU-Scanned/Michigan/843-D-1842-Tanner.jpg,,,,,,Published,"06d-01 Michigan State University Map Library",0,0
"A map of the acting superintendency of Michigan.","Color reproduction of original manuscript map. Shows reservations and agency sites in Michigan and includes table of reservation populations. Facsimile copy from The National Archives. Original version published Michilimackinac : Septr. 15th 1837.: Original version published [Washington, D.C.] : [The National Archives], [2012]; Scale not given",Public,"Michigan State","Michigan State University Map Library","Manuscript maps","5001836: Michigan (country, state, region,...), Michigan, United States",1837,,"Schoolcraft, Henry Rowe",,JPEG,English,Image,b32b70ae-430b-480d-9a34-c6ffbd4f55df,,,"Print version:Schoolcraft, Henry Rowe, 1793-1864.Map of the acting superintendency of Michigan(OCoLC)931856227",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Draft,b32b70ae-430b-480d-9a34-c6ffbd4f55df,,,"Image",,"-90.41,41.68,-82.4,47.56",,"44.62,-86.405",,,1837,http://www.lib.msu.edu/branches/maps/MSU-Scanned/Michigan/843-C-1837-schoolcraft,https://archive.lib.msu.edu/maps/public/images/843-C-1837-schoolcraft-th.jpg,http://archive.lib.msu.edu/maps/MSU-Scanned/Michigan/843-C-1837-schoolcraft.jpg,,,,,,Published,"06d-01 Michigan State University Map Library",0,0
"Township map of Michigan from the latest authorities.","Relief shown by hachures. ""Entered according to act of Congress in the year 1855 by Ensign, Bridgman & Fanning, in the clerk's office, of the district court, for the Southern District of New York."" According to a comparison",Public,"Michigan State","Michigan State University Map Library","Administrative and political divisions","5001836: Michigan (country, state, region,...), Michigan, United States",1857,,,,JPEG,English,Image,980db58f-a100-45d4-9c4b-bf1d49bd9b15,,,"Print version:Ensign, Bridgman & Fanning.Township map of Michigan from the latest authorities(OCoLC)931755430",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Draft,980db58f-a100-45d4-9c4b-bf1d49bd9b15,,,"Image",,"-90.41,41.45,-81.85,47.55",,"44.5,-86.13",,,1857,http://www.lib.msu.edu/branches/maps/MSU-Scanned/Michigan/843-A-1857-ensign,https://archive.lib.msu.edu/maps/public/images/843-A-1857-ensign-th.jpg,http://archive.lib.msu.edu/maps/MSU-Scanned/Michigan/843-A-1857-ensign-300.jpg,,,,,,Published,"06d-01 Michigan State University Map Library",0,0
"Map of the state of Michigan and the surrounding country, exhibiting the sections and the latest surveys","Note. Michigan is bounded west by Lake Michigan, Menomonie River of Green Bay and Montreal River of Lake Superior. ""Entered according to act of Congress in the Clerks Office of the District Court of the United States for the District of Michigan at Detroit on the 11th day of March 1844 by John Farmer of Detroit."" ""Engraved by John Farmer."" Town of ""Rio Grand"" is shown north of Lansing, in Lansing Township, Ingham County. Town of ""Hamilton"" is shown in vicinity of present-day Okemos. A stream named Alcotte Creek is shown in the vicinity of Lansing. Present-day Williamstown Township in Ingham County is named ""Phelps Town"" or ""Phelpstown"" Township. Shows ""proposed route of Clinton and Kalamazoo Canal."" ""Grand river road"" is labeled in Ingham County. Prime meridian: Greenwich. Includes notes about shoreline conditions",Public,"Michigan State","Michigan State University Map Library","Administrative and political divisions","5001836: Michigan (country, state, region,...), Michigan, United States",1855,,"Farmer, John",,JPEG,English,Image,5e5f7151-5430-4761-8dbc-a52bb33186a0,,,"Print version:Farmer, John, 1798-1859.Map of the state of Michigan and the surrounding country, exhibiting the sections and the latest surveys(OCoLC)931770145",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Draft,5e5f7151-5430-4761-8dbc-a52bb33186a0,,,"Image",,"-87.95,41.4,-82.38,46.98",,"44.19,-85.165",,,1855,https://lib.msu.edu/branches/map/MSU-Scanned/Michigan/843-A-1855-farmer-500/,https://archive.lib.msu.edu/maps/public/images/843-A-1855-farmer-th.jpg,http://archive.lib.msu.edu/maps/MSU-Scanned/Michigan/843-A-1855-farmer-375.jpg,,,,,,Published,"06d-01 Michigan State University Map Library",0,0
"An improved edition of a map of the surveyed parts of the Territory of Michigan","Engraved by John Farmer. ""Entered according to Act of Congress ... on the 4th day of July A.D. 1835."" Prime meridians: Greenwich and Washington. Includes grid. Covers southern Michigan. Insets: Map of the Straits of Michillimackinac. -- Map of Pte. Ste. Ignace. -- Map of the most important parts of the lead mine district near the Mississippi River. -- Map of the private claims at Green Bay -- Map of Michillimackinac.: Original version published New York, N.Y. : J.H. Colton and Co., 1836.; Scale not given",Public,"Michigan State","Michigan State University Map Library",,"5001836: Michigan (country, state, region,...), Michigan, United States",1836,,"Farmer, John",,JPEG,English,Image,a179ff52-4b0e-4aee-8c1e-402b0b418ebb,,,"Print version:Farmer, John, 1798-1859.Improved edition of a map of the surveyed parts of the Territory of Michigan(OCoLC)26841991",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Draft,a179ff52-4b0e-4aee-8c1e-402b0b418ebb,,,"Image",,"-87,41.5,-82.5,43.71",,"42.605,-84.75",,,1836,http://www.lib.msu.edu/branches/maps/MSU-Scanned/Michigan/843-A-1836-farmer-400,https://archive.lib.msu.edu/maps/public/images/843-A-1836-farmer-th.jpg,http://archive.lib.msu.edu/maps/MSU-Scanned/Michigan/843-A-1836-farmer-400.jpg,,,,,,Published,"06d-01 Michigan State University Map Library",0,0
"Michigan territory","Shows portions of Wisconsin, Illinois, Indiana, Ohio, and Ontario. Relief shown by hachures. Title in upper margin: Geographical, statistical, and historical map of Michigan Territory. Text in side panels. Prime meridian: Washington. ""No. 36."" From A complete historical, chronological, and geographical American atlas ... / H.C. Carey and I. Lea. 1822.: Original version published [Philadelphia] : [Carey & Lea], [1822]; Scale approximately 1:1,900,000",Public,"Michigan State","Michigan State University Map Library",,"5001836: Michigan (country, state, region,...), Michigan, United States",1822,,"Finlayson, James",,JPEG,English,Image,fe09e8ea-4e55-4ca9-a773-1b653d71a4c7,,,"Print version:Finlayson, J. (James)Michigan territory(OCoLC)35066081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Draft,fe09e8ea-4e55-4ca9-a773-1b653d71a4c7,,,"Image",,"-88.16,41.16,-81.66,47.16",,"44.16,-84.91",,,1822,http://www.lib.msu.edu/branches/maps/MSU-Scanned/Michigan/843-A-1822,https://archive.lib.msu.edu/maps/public/images/843-A-1822-th.jpg,http://archive.lib.msu.edu/maps/MSU-Scanned/Michigan/843-A-1822.jpg,,,,,,Published,"06d-01 Michigan State University Map Library",0,0
Michigan,"Prime meridians: Greenwich, Washington. Relief shown by hachures. Original version published New-York: D.H. Burr, 1831. Scale approximately 1:2,000,000",Public,"Michigan State","Michigan State University Map Library",,"5001836: Michigan (country, state, region,...), Michigan, United States",1831,,"Burr, David H.,1803-1875,cartographer.",,JPEG,English,Image,8eaee31f-72c0-4d7a-a329-87c984f64c8c,,,"Print version:Burr, David H., 1803-1875.Michigan(OCoLC)35063180",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Draft,8eaee31f-72c0-4d7a-a329-87c984f64c8c,,,"Image",,"-88,41.5,-82,47",,"44.25,-85",,,1831,http://www.lib.msu.edu/branches/maps/MSU-Scanned/Michigan/843-A-1831,https://archive.lib.msu.edu/maps/public/images/843-A-1831-th.jpg,http://archive.lib.msu.edu/maps/MSU-Scanned/Michigan/843-A-1831.jpg,,,,,,Published,"06d-01 Michigan State University Map Library",0,0
"Plan of the redoubt and intrenchment on the heights of Charles Town, commonly called Bunker's Hill, opposite Boston, in New England, attacked and carried by his Majesty's troops, June 17, 1775.","Map appears in the September 1st, 1775 issue of Gentleman's Magazine. Text accompanies map recto and verso.: Original version published [London] : [Gentleman's Magazine], [1775]; Scale approximately 1:1,080",Public,"Michigan State","Michigan State University Map Library","American Revolution","4931698: Bunker Hill (mountain,hill,rock,... ), Massachusetts, United States",1775,,"Gentleman's Magazine",,JPEG,English,Image,66f2da08-3982-4e30-8829-e8bcf74150e6,,,"Print version:Plan of the redoubt and intrenchment on the heights of Charles Town, commonly called Bunker's Hill, opposite Boston, in New England, attacked and carried by his Majesty's troops, June 17, 1775.(OCoLC)931736485",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Draft,66f2da08-3982-4e30-8829-e8bcf74150e6,,,"Image",,"-71.0501,42.36,-71.05,42.3601",,"42.36005,-71.05005",,,1775,https://lib.msu.edu/branches/map/JPEGS/842-d-B-1775BunkerHill,https://archive.lib.msu.edu/maps/public/images/842-d-B-1775BunkerHill-th.jpg,http://archive.lib.msu.edu/maps/MSU-Scanned/Magazines/842-d-B-1775BunkerHill.jpg,,,,,,Published,"06d-01 Michigan State University Map Library",0,0
"Exhibit ""B"" :[map showing the location of public schools attended by Japanese children in San Francisco, California, prior to an October 11, 1906, order by the San Francisco Board of Education, which transferred Japanese pupils to a single ""Oriental School"" in the burned area of the city].","Map detached from ""Message from the President of the United States, transmitting the final report of Secretary Metcalf on the situation affecting the Japanese in the City of San Francisco, Cal.,"" issued as a U.S. Senate document",Public,"Michigan State","Michigan State University Map Library",,"5391959: San Fransisco (city, village,...), California, United States",1906,,"United States Senate.Committee on Foreign Relations.",,JPEG,English,Image,78aeec49-a708-4794-acd8-607a4667bb0f,,,"Print version:Exhibit ""B""(OCoLC)931774165",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Draft,78aeec49-a708-4794-acd8-607a4667bb0f,,,"Image",,"-122.46,37.7301,-122.36,37.8001",,"37.7651,-122.41",,,1906,http://www.lib.msu.edu/branches/maps/MSU-Scanned/UnitedStates/813-d-C-schools,https://archive.lib.msu.edu/maps/public/images/813-d-C-schools-th.jpg,http://archive.lib.msu.edu/maps/MSU-Scanned/UnitedStates/813-d-C-schools.jpg,,,,,,Published,"06d-01 Michigan State University Map Library",0,0
"San Francisco and vicinity [front]","California invites the world, Panama-Pacific Exposition. Includes indexes and inset of ""San Francisco and adjacent territory."" Text of ""San Francisco, what to see, how to see it,"" map of ""Southern Pacific and connections,"" and ill. on verso.: Original version published [San Francisco, Calif.] : Southern Pacific Co., 1914; Scale approximately 1:30,800",Public,"Michigan State","Michigan State University Map Library",,"5391959: San Fransisco (city, village,...), California, United States",1914,,"Matthews-Northrup Works.",,JPEG,English,Image,3d11d649-8db8-49ad-bd51-e6d9d54aca77,,,"Print version:Southern Pacific Company.San Francisco and vicinity(OCoLC)702663259",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Draft,3d11d649-8db8-49ad-bd51-e6d9d54aca77,,,"Image",,"-122.51,37.68,-122.35,37.8001",,"37.74005,-122.43",,,1914,http://www.lib.msu.edu/branches/maps/MSU-Scanned/UnitedStates/813-d-1914-front,https://archive.lib.msu.edu/maps/public/images/813-d-1914-front-300dpi-th.jpg,http://archive.lib.msu.edu/maps/MSU-Scanned/UnitedStates/813-d-1914-front.jpg,,,,,,Published,"06d-01 Michigan State University Map Library",0,0
"Map of the northern parts of Ohio, Indiana and Illinois with Michigan and that part of the Ouisconsin territory lying east of the Mississippi River","Manuscript note: ""To accompany Mr. Thomas' report no. 380, on boundary of Ohio & Michigan.""  by David H. Burr, draughtsman to the House of Reps., 1836. Scale not given",Public,"Michigan State","Michigan State University Map Library",,"5001836: Michigan (country, state, region,...), Michigan, United States",1836,,"Burr, David H.",,JPEG,English,Image,35f03f8e-b8a7-4e8c-97a5-772a5480b51d,,,"Print version:Burr, David H., 1803-1875.Map of the northern parts of Ohio, Indiana and Illinois with Michigan and that part of the Ouisconsin territory lying east of the Mississippi River.(OCoLC)16816845",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Draft,35f03f8e-b8a7-4e8c-97a5-772a5480b51d,,,"Image",,"-96,40,-81,49.01",,"44.505,-88.5",,,1836,http://www.lib.msu.edu/branches/maps/MSU-Scanned/UnitedStates/800-c-reg4-B-1836-400,https://archive.lib.msu.edu/maps/public/images/800-c-reg4-B-1836-400-th.jpg,http://archive.lib.msu.edu/maps/MSU-Scanned/UnitedStates/800-c-reg4-B-1836-400.jpg,,,,,,Published,"06d-01 Michigan State University Map Library",0,0
"Map of the states of Ohio Indiana & Illinois and part of Michigan territory, compiled from the latest authorities","Prime meridian: Washington D.C. Includes statistical data for each state. Original version published Philadelphia by A. Finley, 1825. Scale approximately 1:2,000,000",Public,"Michigan State","Michigan State University Map Library",,"5001836: Michigan (country, state, region,...), Michigan, United States",1825,,"Young, James Hamilton and David H. Vance.",,JPEG,English,Image,6dfa39f1-f506-4fa2-a1eb-f3c128c68fa1,,,"Print version:Young, J. H. (James Hamilton)Map of the states of Ohio Indiana & Illinois and part of Michigan territory(OCoLC)11507143",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Draft,6dfa39f1-f506-4fa2-a1eb-f3c128c68fa1,,,"Image",,"-92.3,36.91,-79.46,44.16",,"40.535,-85.88",,,1825,https://lib.msu.edu/branches/maps/MSU-Scanned/UnitedStates/800-c-A-1825-finley,https://archive.lib.msu.edu/maps/public/images/800-c-A-1825-finley-th.jpg,https://archive.lib.msu.edu/maps/MSU-Scanned/UnitedStates/800-c-A-1825-finley.jpg,,,,,,Published,"06d-01 Michigan State University Map Library",0,0
"United States","Relief shown by hachures. ""Entered according to act of Congress in the year 1833 by Illman & Pilbrow in the Clerk's office of the District Court for the Southern District of New-York."" Prime meridians: Greenwich and Washington. Inset: Southern part of Florida. Original version published New-York: Illman & Pilbrow, [1833]; Scale approximately 1:9,000,000",Public,"Michigan State","Michigan State University Map Library",,"6252001: United States (country, state, region,...), United States",1833,,"Burr, David H.",,JPEG,English,Image,60616583-2e22-4332-bf13-dcb3fd29fe48,,,"Print version:Burr, David H., 1803-1875.United States(OCoLC)47775153",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Draft,60616583-2e22-4332-bf13-dcb3fd29fe48,,,"Image",,"-101,28,-67,49",,"38.5,-84",,,1833,https://lib.msu.edu/branches/branches/maps/MSU-Scanned/UnitedStates/800-A-1833,https://archive.lib.msu.edu/maps/public/images/800-A-1833-th.jpg,http://archive.lib.msu.edu/maps/MSU-Scanned/UnitedStates/1833-burr.jpg,,,,,,Published,"06d-01 Michigan State University Map Library",0,0
"An accurate map of his R. H. the Duke of York's journey thro Italy in 1763 & 1764","Original version published [London]: Gentleman's Magazine, [1764?]; Scale approximately 1:2,300,000",Public,"Michigan State","Michigan State University Map Library",,"3175395: Italy (country, state, region,...), Italy",1764,,"Gibson, John",,JPEG,English,Image,60254d3d-6810-4e1b-9527-f6d6586305d8,,,"Print version:Gibson, J.Accurate map of his R. H. the Duke of York's journey thro Italy in 1763 & 1764(OCoLC)931736423",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Draft,60254d3d-6810-4e1b-9527-f6d6586305d8,,,"Image",,"7.76,40.75,15.61,46.13",,"43.44,11.685",,,1764,https://lib.msu.edu/branches/map/scanned/Europe/655-c-D-1764-400,https://archive.lib.msu.edu/maps/public/images/655-c-D-1764-th.jpg,http://archive.lib.msu.edu/maps/MSU-Scanned/Magazines/655-c-D-1764-400.jpg,,,,,,Published,"06d-01 Michigan State University Map Library",0,0
