dc_identifier_s,dc_title_s,dc_description_s,dc_creator_sm,dc_publisher_sm,dc_rights_s,dct_provenance_s,dct_references_s,layer_id_s,layer_slug_s,layer_geom_type_s,layer_modified_dt,dc_format_s,dc_language_s,dc_type_s,dc_subject_sm,dct_isPartOf_sm,dct_issued_s,dct_temporal_sm,dct_spatial_sm,solr_geom,centroid_s,solr_year_i
1a693e95-4fd9-402a-a5f2-4451bef79fde,"Street Centerlines Maintained by County Agencies: Indiana, 2015","COUNTY_STREET_CENTERLINES_IDHS_IN is a line feature class that contains street centerlines maintained by county agencies in Indiana, provided by personnel of Indiana Department of Homeland Security (IDHS) as of June 29, 2009, and subsequently updated on September 30, 2009, December 2, 2009, December 28, 2009, February 2, 2010, March 5, 2010, April 6, 2010, October 11, 2010, November 19, 2010, March 22, 2011, September 8, 2011, January 30, 2012, June 8, 2012, August 27, 2012, April 27, 2013, November 22, 2013, January 19, 2014, October 14, 2014, and June 22, 2015. This data set was provided by IDHS in ESRI feature class format and was named County_St_Centerline. These data were compiled by IDHS as part of the IndianaMap Data Sharing Initiative between IGIC, Indiana Office of Technology (IOT), Indiana Geographic Information Office (GIO), Indiana Department of Homeland Security (IDHS), Indiana Geological Survey (IGS) and participating Indiana counties to provide the most accurate framework data (including address points, street centerlines, land parcels, and governmental boundaries) for the citizens of Indiana. More information is available at the following Web URL: http://www.igic.org/news/index.php?itemid=265",[u'Indiana Department of Homeland Security (IDHS)'],[u'Indiana Department of Homeland Security (IDHS)'],Public,Purdue,"{""http://schema.org/downloadUrl"":""http://maps.indiana.edu/download/Infrastructure/Streets_Centerlines_IDHS.zip"",""urn:x-esri:serviceType:ArcGIS#DynamicMapLayer"":""https://maps.indiana.edu/arcgis/rest/services/Infrastructure/Streets_Centerlines_IDHS/MapServer"",""http://schema.org/url"":""http://maps.indiana.edu/layerGallery.html"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/1a693e95-4fd9-402a-a5f2-4451bef79fde/formatters/xml""}",,1a693e95-4fd9-402a-a5f2-4451bef79fde,Line,2017-12-27T20:50:56Z,Shapefile,English,Dataset,"[u'Location', u'Transportation']",IndianaMAP,6/22/15,2015,"[u'Indiana, United States']","ENVELOPE(-88.092944, -84.705242, 41.540303, 37.787644)","39.6639735,-86.399093",2015
e382d869-7ecc-4898-93e7-2ac22673699b,"Silurian Reef Locations (Point): Indiana, 2003","SILURIAN_REEF_POINTS_MM54_IN is a point shapefile that shows the locations of Silurian rock reef formations in Indiana. These data include five categories: (1) buried reef masses, (2) exposed reef, (3) exposed reef in active stone quarries, (4) reef-induced structure in overlying rocks, and (5) reef-induced structure in overlying rocks related to oil, gas, and gas storage fields. This shapefile can be used in conjunction with SILURIAN_REEF_POLYGONS_MM54_IN.","[u'Indiana Geological Survey', u'John B. Droste (data compiler)', u'Stanley J. Keller (data compiler)', u'Robert H. Shaver (data compiler)', u'Curtis H. Ault (data compiler)', u'Leroy E. Becker (data compiler)', u'Chris Dintaman (digital compiler)']",[u'Indiana Geological Survey'],Public,Purdue,"{""http://schema.org/downloadUrl"":""http://maps.indiana.edu/download/Geology/Silurian_Reefs_Points.zip"",""urn:x-esri:serviceType:ArcGIS#DynamicMapLayer"":""https://maps.indiana.edu/arcgis/rest/services/Geology/Silurian_Reefs_Points/MapServer"",""http://schema.org/url"":""http://maps.indiana.edu/layerGallery.html"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/e382d869-7ecc-4898-93e7-2ac22673699b/formatters/xml""}",,e382d869-7ecc-4898-93e7-2ac22673699b,Point,2017-12-27T20:50:52Z,Shapefile,English,Dataset,"[u'Geoscientific Information', u'Geology']",IndianaMAP,9/29/03,2003,"[u'Indiana, United States', u'Tippecano County, Indiana, United States', u'Wabash River, Indiana, United States']","ENVELOPE(-88.1607, -84.6882, 41.7753, 37.7554)","39.76535,-86.42445",2003
ba63967f-f444-4611-974b-53c412891422,"Indiana Senate Districts, the 118th General Assembly: Indiana, 2013",This dataset shows the boundaries of Indiana Senate Districts for the 118th General Assembly and provides the names and party affiliations of the legislators.,"[u'Indiana Election Division', u'Indiana Geological Survey', u'Lori Hershberger-Clark (Data provider)', u'Chris Dintaman (digital compiler)']",[u'Indiana Election Division'],Public,Purdue,"{""http://schema.org/downloadUrl"":""http://maps.indiana.edu/download/Government/General_Assembly_118th_Senate.zip"",""http://schema.org/url"":""http://maps.indiana.edu/layerGallery.html"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/ba63967f-f444-4611-974b-53c412891422/formatters/xml""}",,ba63967f-f444-4611-974b-53c412891422,Polygon,2017-12-27T20:51:10Z,Shapefile,English,Dataset,"[u'Boundaries', u'Election districts']",IndianaMAP,1/1/13,2015,"[u'Indiana, United States']","ENVELOPE(-88.1607, -84.6882, 41.7753, 37.7554)","39.76535,-86.42445",2013
869dee59-430a-4f0a-a21f-f051c184f9ee,"Surface Coal Mines: Indiana, 2010","COAL_MINE_SURFACE_IN is a polygon-based ESRI ArcGIS shapefile that shows the location and extent of surface coal mines in the coal region of west-central and southwestern Indiana. COAL_MINE_SURFACE_IN includes mine locations from documented surface mines that operated in Indiana since the late 1800s. COAL_MINE_SURFACE_IN is attributed to allow the mine polygons to be differentiated based on mine number, source information, and dates of mining.","[u'Becky Meyer (Data compiler)', u'Licia Weber (Data compiler)', u'Nathan Eaton (GIS compiler)', u'Indiana Geological Survey', u'Paul Irwin (GIS compiler)']",[u'Indiana Geological Survey'],Public,Purdue,"{""http://schema.org/downloadUrl"":""http://maps.indiana.edu/download/Geology/Coal_Mines_Surface.zip"",""urn:x-esri:serviceType:ArcGIS#DynamicMapLayer"":""https://maps.indiana.edu/arcgis/rest/services/Geology/Coal_Mines_Surface/MapServer"",""http://schema.org/url"":""http://maps.indiana.edu/layerGallery.html"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/869dee59-430a-4f0a-a21f-f051c184f9ee/formatters/xml""}",,869dee59-430a-4f0a-a21f-f051c184f9ee,Polygon,2017-12-27T20:50:55Z,Shapefile,English,Dataset,"[u'Geoscientific Information', u'Economy', u'Geology', u'Coal']",IndianaMAP,8/24/10,2009,"[u'Indiana, United States']","ENVELOPE(-87.5369, -86.504, 40.2158, 37.8483)","39.03205,-87.02045",2010
a2be3d7c-bd93-4c06-b33f-dfd4f15b9309,"FIRM Floodplains and Flood Hazard Zones: Indiana, 2014","This polygon layer represents floodplains created from FEMA Flood Rate Insurance Maps (FIRM). The layer can be symbolized to show the following flood hazard categories: Areas that are Floodways - (FLD_ZONE = 'AE' and FLOODWAY = 'Floodway') Areas of 1 % Risk (aka 100-year flood zone) - (FLD_ZONE = 'A%' and FLOODWAY = '') Areas of 0.2 % Risk (aka 500-year Flood Zone) - (FLD ZONE = '0.2 PCT ANNUAL CHANCE FLOOD HAZARD' and FLOODWAY = '') IDNR documentation states - This database is an interim version of the Digital Flood Insurance Rate Map (DFIRM) Database. It does not fully meet all DFIRM specifications as found in Guidelines and Specifications for Flood Hazard Mapping Partners, Appendix L: Guidance for Preparing Draft Digital Data and DFIRM Database. The DFIRM Database is derived from Flood Insurance Studies (FISs), previously published Flood Insurance Rate Maps (FIRMs), flood hazard analyses performed in support of the FISs and FIRMs, and new mapping data, where available. The FISs and FIRMs are published by the Federal Emergency Management Agency (FEMA). The specifications for the horizontal control of DFIRM data files are consistent with those required for mapping at a scale of 1:12,000. The DFIRM Database presents the flood risk information depicted on the FIRM in a digital format suitable for use in electronic mapping applications. The DFIRM database is a subset of the Digital FIS database that serves to archive the information collected during the FIS.",[u'Indiana Department of Natural Resources'],[u'Indiana Department of Natural Resources'],Public,Purdue,"{""http://schema.org/downloadUrl"":""http://maps.indiana.edu/download/Hydrology/Floodplains_FIRM.zip"",""urn:x-esri:serviceType:ArcGIS#DynamicMapLayer"":""https://maps.indiana.edu/arcgis/rest/services/Hydrology/Floodplains_FIRM/MapServer"",""http://schema.org/url"":""http://maps.indiana.edu/layerGallery.html"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/a2be3d7c-bd93-4c06-b33f-dfd4f15b9309/formatters/xml""}",,a2be3d7c-bd93-4c06-b33f-dfd4f15b9309,Polygon,2017-12-27T20:51:16Z,Shapefile,English,Dataset,"[u'Elevation', u'Environment', u'Inland Waters', u'Floods', u'Hydrology']",IndianaMAP,2/10/14,2014,"[u'Indiana, United States']","ENVELOPE(-88.1607, -84.6882, 41.7753, 37.7554)","39.76535,-86.42445",2014
83c31d48-9b3d-403c-b888-95fb458b66ce,"Index of USGS 250,000 Scale Quadrangles: Indiana, 1999",This dataset shows the grid index of USGS 250K quadrangles. Each polygon is attributed with the official USGS quadrangle name and index number.,[u'U.S. Geological Survey (Data creator)'],,Public,Purdue,"{""http://schema.org/downloadUrl"":""http://maps.indiana.edu/download/Reference/Quadrangle_Boundaries_250k.zip"",""urn:x-esri:serviceType:ArcGIS#DynamicMapLayer"":""https://maps.indiana.edu/arcgis/rest/services/Reference/Quadrangle_Boundaries_250k/MapServer"",""http://schema.org/url"":""http://maps.indiana.edu/layerGallery.html"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/83c31d48-9b3d-403c-b888-95fb458b66ce/formatters/xml""}",,83c31d48-9b3d-403c-b888-95fb458b66ce,Polygon,2017-12-27T20:50:48Z,Shapefile,English,Dataset,[u'Boundaries'],IndianaMAP,1/13/99,1999,"[u'Indiana, United States']","ENVELOPE(-88.1607, -84.6882, 41.7753, 37.7554)","39.76535,-86.42445",1999
221466ed-481f-406a-ba02-8a5933a98f2c,"Highways: Indiana, 2004","HIGHWAYS_INDOTMODEL is a line shapefile showing the Interstate, US, and State Highways in Indiana. This file is a subset of the Indiana Statewide Travel Demand Model, version4, (ISTDM4).",[u'Indiana Department of Transportation'],[u'Indiana Department of Transportation'],Public,Purdue,"{""http://schema.org/downloadUrl"":""http://maps.indiana.edu/download/Infrastructure/Interstates_Highways_INDOT.zip"",""urn:x-esri:serviceType:ArcGIS#DynamicMapLayer"":""https://maps.indiana.edu/arcgis/rest/services/Infrastructure/Interstates_Interstates_INDOT/MapServer/"",""http://schema.org/url"":""http://maps.indiana.edu/layerGallery.html"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/221466ed-481f-406a-ba02-8a5933a98f2c/formatters/xml""}",,221466ed-481f-406a-ba02-8a5933a98f2c,Line,2017-12-27T20:51:14Z,Shapefile,English,Dataset,"[u'Transportation', u'Planning and Cadastral', u'Highways', u'Roads']",IndianaMAP,7/31/04,2004,"[u'Indiana, United States']","ENVELOPE(-88.088602, -84.69556, 41.779318, 37.762697)","39.7710075,-86.392081",2004
96084987-c087-410e-bb3f-6fe01680b0ef,"National Wetland Inventory Points: Indiana, 2003","WETLANDS_NWI_POINT_IN is a point shapefile that contains features of wetlands, lakes, ponds and other water resources in Indiana counties. Point features are used to represent areas which may be small to be represented by a polygon. These layers are compiled from the National Wetland Inventory. This layer is intended for use with its companion layers of Wetland polygons and Wetland lines. National Wetland Inventory metadata, USFWS, states - NWI digital data files are records of wetlands location and classification as defined by the U.S. Fish & Wildlife Service. This dataset is one of a series available in 7.5 minute by 7.5 minute blocks containing ground planimetric coordinates of wetlands point, line, and area features and wetlands attributes. Wetland Attributes follow the Cowardin Classification System (1979). The digital data as well as the hardcopy maps that were used as the source for the digital data are produced and distributed by the U.S. Fish & Wildlife Service's National Wetlands Inventory project.","[u'(creation): US Fish and Wildlife Service', u'(compilation): Bernardin, Lochmueller and Associates']","[u'Bernardin, Lochmueller and Associates']",Public,Purdue,"{""http://schema.org/downloadUrl"":""http://maps.indiana.edu/download/Hydrology/Wetlands_Inventory_Points.zip"",""http://schema.org/url"":""http://maps.indiana.edu/layerGallery.html"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/96084987-c087-410e-bb3f-6fe01680b0ef/formatters/xml""}",,96084987-c087-410e-bb3f-6fe01680b0ef,Point,2017-12-27T20:51:19Z,Shapefile,English,Dataset,"[u'Inland Waters', u'Hydrology']",IndianaMAP,1/28/03,1992,"[u'Indiana, United States']","ENVELOPE(-88.0114746094, -84.8254394531, 41.7549221677, 37.7880813841)","39.7715017759,-86.41845703125",2003
6ecdc7e8-d81b-4a57-8372-db4e63cb8255,"Manufactured Gas Plants: Indiana, 2010","MANUFACTURED_GAS_PLANTS_IDEM_IN is a point shapefile that contains locations of manufactured gas plants (MGPs) in Indiana, provided by personnel of Indiana Department of Environmental Management, Office of Land Quality (IDEM, OLQ) as of June 4, 2009 and subsequently updated on October 20, 2009, and April 16, 2010. The data set provided by IDEM was in an ESRI geodatabase format and the feature class was named MGPs. The following is excerpted from the metadata provided by IDEM, OLQ for the source shapefile MGPs: MGPs produced gas for lighting, heating, and cooking from the 1850s to the 1940s. In addition to producing the desired product, gas, numerous toxic by-products (such as tars and purifier wastes) were often stored in subsurface structures or disposed of in the dump areas at the site. Significant amounts of contamination usually occurred at these sites due to the nature of gas production and poor housekeeping. MGPs productions decreased and were phased out in the 1940s due to the increase network of natural gas pipelines across the country. These plants were decommissioned by razing the building but leaving subsurface structures and wastes in place. There are at least 74 known former MGPs in Indiana.","[u'Indiana Department of Environmental Management, Office of Land Quality']","[u'Indiana Department of Environmental Management, Office of Land Quality']",Public,Purdue,"{""http://schema.org/downloadUrl"":""http://maps.indiana.edu/download/Environment/Remediation_Manufactured_Gas_Plants.zip"",""urn:x-esri:serviceType:ArcGIS#DynamicMapLayer"":""https://maps.indiana.edu/arcgis/rest/services/Environment/Remediation_Manufactured_Gas_Plants/MapServer"",""http://schema.org/url"":""http://maps.indiana.edu/layerGallery.html"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/6ecdc7e8-d81b-4a57-8372-db4e63cb8255/formatters/xml""}",,6ecdc7e8-d81b-4a57-8372-db4e63cb8255,Point,2017-12-27T20:50:46Z,Shapefile,English,Dataset,"[u'Environment', u'Fuel']",IndianaMAP,4/16/10,2010,"[u'Indiana, United States', u'West Lafayette, Indiana, United States']","ENVELOPE(-87.461125, -85.862001, 41.61999, 39.186719)","40.4033545,-86.661563",2010
c9af8ef8-157b-4735-b5f3-8fd60ff5ffb8,"Indiana House Districts, the 119th General Assembly: Indiana, 2015",This dataset shows the boundaries of Indiana House Districts for the 119th General Assembly and provides the names and party affiliations of the legislators.,"[u'Chris Dintaman(digital compiler)', u'Indiana Election Division', u'Indiana Geological Survey', u'Lori Hershberger-Clark (Data provider)']",[u'Indiana Election Division'],Public,Purdue,"{""http://schema.org/downloadUrl"":""http://maps.indiana.edu/download/Government/General_Assembly_119th_House.zip"",""http://schema.org/url"":""http://maps.indiana.edu/layerGallery.html"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/c9af8ef8-157b-4735-b5f3-8fd60ff5ffb8/formatters/xml""}",,c9af8ef8-157b-4735-b5f3-8fd60ff5ffb8,Polygon,2017-12-27T20:50:46Z,Shapefile,English,Dataset,"[u'Boundaries', u'Election districts']",IndianaMAP,1/1/15,2017,"[u'Indiana, United States', u'Tippecano County, Indiana, United States', u'Wabash River, Indiana, United States']","ENVELOPE(-88.1607, -84.6882, 41.7753, 37.7554)","39.76535,-86.42445",2015
5ae735f7-7ef6-40b2-91e1-4fe293978e8a,"Waste Tire Sites: Indiana, 2015","WASTE_TIRE_SITES_IDEM_IN is a point shapefile that contains waste tire site locations in Indiana, provided by personnel of Indiana Department of Environmental Management, Office of Land Quality (IDEM, OLQ) as of June 3, 2004 and was subsequently updated on January 4, 2005, April 25, 2005, July 27, 2006, January 24, 2007, June 4, 2009, October 20, 2009, April 16, 2010, June 25, 2013, and Feburary 25, 2015. The data set provided by IDEM was in an Esri geodatabase format and the feature class was named TIRE_SITES. WASTE_TIRE_SITES_IDEM_IN is attributed with facility names and federal identification numbers. The following is excerpted from the metadata provided by IDEM, OLQ for the source feature class TIRE_SITES: This dataset consists of Tire Sites - sites which contain tires - either for processing, for storage, or transport - as well as some illegal tire dumps, as defined by IC 13-11-2-251, IC 13-11-2-252, and IC 13-11-250.5 of the Indiana Code.","[u'Indiana Department of Environmental Management, Office of Land Quality']","[u'Indiana Department of Environmental Management, Office of Land Quality']",Public,Purdue,"{""http://schema.org/downloadUrl"":""http://maps.indiana.edu/download/Environment/Waste_Tire_Sites.zip"",""urn:x-esri:serviceType:ArcGIS#DynamicMapLayer"":""https://maps.indiana.edu/arcgis/rest/services/Environment/Waste_Tire_Sites/MapServer"",""http://schema.org/url"":""http://maps.indiana.edu/layerGallery.html"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/5ae735f7-7ef6-40b2-91e1-4fe293978e8a/formatters/xml""}",,5ae735f7-7ef6-40b2-91e1-4fe293978e8a,Point,2017-12-27T20:51:03Z,Shapefile,English,Dataset,"[u'Environment', u'Solid waste']",IndianaMAP,2/25/15,2015,"[u'Indiana, United States']","ENVELOPE(-87.488032, -84.832471, 41.636725, 37.912954)","39.7748395,-86.1602515",2015
5e71a3e2-7599-4e71-80b0-ff5ad25a33ba,"Confined Feeding Operation Facilities: Indiana, 2015","CONFINED_FEEDING_OPERATIONS_IDEM_IN is a point shapefile that contains confined feeding operation facility locations in Indiana, provided by personnel of Indiana Department of Environmental Management, Office of Land Quality (IDEM, OLQ) as of August 16, 2002 and subsequently updated on January 14, 2003, July 11, 2003, June 3, 2004, January 4, 2005, April 25, 2005, July 27, 2006, January 24, 2007, June 4, 2009, April 16, 2010, June 25, 2013, and February 25, 2015. The data was provided by IDEM in an ESRI geodatabase format and the feature class was named CFO. The following is excerpted from the metadata provided by IDEM, OLQ for the source shapefile CONFINED_FEEDING_OPERATIONS: This dataset consists of Confined Feeding Operations - i.e. A swine, chicken, turkey, beef or dairy agri-business that has large enough numbers of animals that IDEM regulates for environmental concerns, as defined by IC 13-18-10 of the Indiana Code.","[u'Indiana Department of Environmental Management, Office of Land Quality']","[u'Indiana Department of Environmental Management, Office of Land Quality']",Public,Purdue,"{""http://schema.org/downloadUrl"":""http://maps.indiana.edu/download/Environment/Agribusiness_Confined_Feeding_Operations.zip"",""urn:x-esri:serviceType:ArcGIS#DynamicMapLayer"":""https://maps.indiana.edu/arcgis/rest/services/Environment/Agribusiness_Confined_Feeding_Operations/MapServer"",""http://schema.org/url"":""http://maps.indiana.edu/layerGallery.html"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/5e71a3e2-7599-4e71-80b0-ff5ad25a33ba/formatters/xml""}",,5e71a3e2-7599-4e71-80b0-ff5ad25a33ba,Point,2017-12-27T20:50:53Z,Shapefile,English,Dataset,"[u'Environment', u'Farming', u'Agriculture']",IndianaMAP,2/25/15,2015,"[u'Indiana, United States']","ENVELOPE(-87.967644, -84.743926, 41.763646, 37.850708)","39.807177,-86.355785",2015
2bb3923c-60f6-474e-85be-46f081e0f7c0,"Thickness Ranges of Unconsolidated Deposits: Indiana, 2002","UNCONSOL_TH_MM37_IN is a polygon shapefile showing thickness ranges of unconsolidated deposits (everything above the bedrock) in Indiana. The thickness ranges consist of 50-foot increments (0 to 50, 50 to 100, etc.).","[u'Indiana Geological Survey', u'H. H. Gray (Data compiler)', u'Chris Dintaman (GIS compiler)']",[u'Indiana Geological Survey'],Public,Purdue,"{""http://schema.org/downloadUrl"":""http://maps.indiana.edu/download/Geology/Surficial_Unconsolidated_Thickness.zip"",""http://schema.org/url"":""http://maps.indiana.edu/layerGallery.html"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/2bb3923c-60f6-474e-85be-46f081e0f7c0/formatters/xml""}",,2bb3923c-60f6-474e-85be-46f081e0f7c0,Polygon,2017-12-27T20:50:45Z,Shapefile,English,Dataset,"[u'Geoscientific Information', u'Geology']",IndianaMAP,3/26/02,,"[u'Indiana, United States']","ENVELOPE(-88.1614, -84.6882, 41.7753, 37.7554)","39.76535,-86.4248",2002
7f318e69-e5b7-41f7-8e1a-37e65fd55db7,"Bedrock Topography Contours: Indiana, 2003","Bedrock topography was converted from the original published map, Indiana Geological Survey Miscellaneous Map 36. The contours define the elevation/topography of the bedrock surface in Indiana.","[u'David A. Held (digital compiler)', u'Indiana Geological Survey', u'Henry H. Gray (author, compiler)', u'Chris Dintaman (digital compiler)', u'Kimberly H. Sowder (digital compiler)']",[u'Indiana Geological Survey (IGS)'],Public,Purdue,"{""http://schema.org/downloadUrl"":""http://maps.indiana.edu/download/Geology/Bedrock_Elevation.zip"",""urn:x-esri:serviceType:ArcGIS#DynamicMapLayer"":""https://maps.indiana.edu/arcgis/rest/services/Geology/Bedrock_Elevation/MapServer"",""http://schema.org/url"":""http://maps.indiana.edu/layerGallery.html"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/7f318e69-e5b7-41f7-8e1a-37e65fd55db7/formatters/xml""}",,7f318e69-e5b7-41f7-8e1a-37e65fd55db7,Polygon,2017-12-27T20:50:59Z,Shapefile,English,Dataset,"[u'Geoscientific Information', u'Elevation', u'Geology']",IndianaMAP,10/21/03,2003,"[u'Indiana, United States']","ENVELOPE(-88.0972, -84.6884, 41.7734, 37.7606)","39.767,-86.3928",2003
