dc_identifier_s,dc_title_s,dc_description_s,dc_rights_s,dc_format_s,dc_language_s,dc_type_s,dc_publisher_sm__-,dc_creator_sm,dc_subject_sm,dct_provenance_s,dct_references_s,dct_isPartOf_sm,dct_issued_s,dct_temporal_sm__-,dct_spatial_sm,dc_relation_sm,thumbnail_path_ss,layer_slug_s,layer_geom_type_s,layer_modified_dt,centroid_s,solr_geom,solr_year_i
9576d4a1-0d7a-4c22-977e-ac87bd8d4102,"Plat book of Union County Iowa, 1894",200 feet = 1 inch; Material in the public domain. No restrictions on use. University of Iowa. Libraries. Map Collection,Public,JPEG,eng,Image,Balliet & Volk,,Atlases|Real property|Land ownership,Iowa,"{""http://schema.org/url"":""http://digital.lib.uiowa.edu/cdm/ref/collection/atlases/id/3142""}",Iowa Counties Historic Atlases,1894,1894,"Union County, Iowa, United States|Iowa, United States",http://sws.geonames.org/4879340|http://sws.geonames.org/4862182,http://digital.lib.uiowa.edu/utils/getthumbnail/collection/atlases/id/3142,9576d4a1-0d7a-4c22-977e-ac87bd8d4102,Paper Map,2017-12-8T15:0:53Z,"41.0263576508,-94.24395370485","ENVELOPE(-94.4728012085, -94.0151062012, 41.1565971375, 40.8961181641)",1894
af66ea1d-be3a-4f5e-b792-1f33858c54e7,"Plat book of Lee County, Iowa, 1897","Balliet & Volk's 1897 Plat book of Lee County, Iowa; Material in the public domain. No restrictions on use. State Historical Society of Iowa (Iowa City)",Public,JPEG,eng,Image,North West Publishing Co.,Balliet & Volk,Atlases|Real property|Land ownership,Iowa,"{""http://schema.org/url"":""http://digital.lib.uiowa.edu/cdm/ref/collection/atlases/id/3109""}",Iowa Counties Historic Atlases,1897,1897,"Lee County, Iowa, United States|Iowa, United States",http://sws.geonames.org/4864395|http://sws.geonames.org/4862182,http://digital.lib.uiowa.edu/utils/getthumbnail/collection/atlases/id/3109,af66ea1d-be3a-4f5e-b792-1f33858c54e7,Paper Map,2017-12-8T15:0:53Z,"40.5940246582,-91.41638565065","ENVELOPE(-91.7205810547, -91.1121902466, 40.8135070801, 40.3745422363)",1897
d6c46e4b-7078-4897-a663-6ec1ea7b1bfa,"Atlas of Warren County Iowa, 1872",Material in the public domain. No restrictions on use. State Historical Society of Iowa (Iowa City),Public,JPEG,eng,Image,Harrison & Warner,,Atlases|Real property|Land ownership,Iowa,"{""http://schema.org/url"":""http://digital.lib.uiowa.edu/cdm/ref/collection/atlases/id/3070""}",Iowa Counties Historic Atlases,1872,1872,"Warren County, Iowa, United States|Iowa, United States",http://sws.geonames.org/4880695|http://sws.geonames.org/4862182,http://digital.lib.uiowa.edu/utils/getthumbnail/collection/atlases/id/3070,d6c46e4b-7078-4897-a663-6ec1ea7b1bfa,Paper Map,2017-12-8T15:0:53Z,"41.3351306915,-93.56104278565","ENVELOPE(-93.79271698, -93.3293685913, 41.5109786987, 41.1592826843)",1872
29cc90c9-b622-41fe-a13d-160d48b309b6,"Standard atlas of Dickinson County, Iowa, 1911",Material in the public domain. No restrictions on use. State Historical Society of Iowa (Iowa City),Public,JPEG,eng,Image,Geo. A. Ogle & Co.,,Atlases|Real property|Land ownership,Iowa,"{""http://schema.org/url"":""http://digital.lib.uiowa.edu/cdm/ref/collection/atlases/id/3046""}",Iowa Counties Historic Atlases,1911,1911,"Dickinson County, Iowa, United States|Iowa, United States",http://sws.geonames.org/4853961|http://sws.geonames.org/4862182,http://digital.lib.uiowa.edu/utils/getthumbnail/collection/atlases/id/3046,29cc90c9-b622-41fe-a13d-160d48b309b6,Paper Map,2017-12-8T15:0:54Z,"43.3795661926,-95.15059661865","ENVELOPE(-95.3880081177, -94.9131851196, 43.5040130615, 43.2551193237)",1911
4f634640-71c0-4c48-8488-174b77ce0d79,"Atlas of Madison County Iowa, 1905",1 atlas Material in the public domain. No restrictions on use.,Public,JPEG,eng,Image,State Historical Society of Iowa (Iowa City),,Atlases|Real property|Land ownership,Iowa,"{""http://schema.org/url"":""http://digital.lib.uiowa.edu/cdm/ref/collection/atlases/id/2998""}",Iowa Counties Historic Atlases,1905,1905,"Madison County, Iowa, United States|Iowa, United States",http://sws.geonames.org/4865839|http://sws.geonames.org/4862182,http://digital.lib.uiowa.edu/utils/getthumbnail/collection/atlases/id/2998,4f634640-71c0-4c48-8488-174b77ce0d79,Paper Map,2017-12-8T15:0:54Z,"41.3322696686,-94.01762771605","ENVELOPE(-94.2433776855, -93.7918777466, 41.5107688904, 41.1537704468)",1905
f200b53f-1964-4016-b8df-bd2b007c45d0,"Atlas of Marion County, Iowa, 1901",1 atlas Material in the public domain. No restrictions on use. State Historical Society of Iowa (Iowa City),Public,JPEG,eng,Image,Rand McNally and Company,,Atlases|Real property|Land ownership,Iowa,"{""http://schema.org/url"":""http://digital.lib.uiowa.edu/cdm/ref/collection/atlases/id/2962""}",Iowa Counties Historic Atlases,1901,1901,"Marion County, Iowa, United States|Iowa, United States",http://sws.geonames.org/4866274|http://sws.geonames.org/4862182,http://digital.lib.uiowa.edu/utils/getthumbnail/collection/atlases/id/2962,f200b53f-1964-4016-b8df-bd2b007c45d0,Paper Map,2017-12-8T15:0:54Z,"41.3335514069,-93.10076904295","ENVELOPE(-93.3305740356, -92.8709640503, 41.5082740784, 41.1588287354)",1901
49a97edd-0988-43b5-8232-ee23a1d35906,"Atlas of Marshall County Iowa, 1871",1 atlas Material in the public domain. No restrictions on use. State Historical Society of Iowa (Iowa City),Public,JPEG,eng,Image,Harrison & Warner,,Atlases|Real property|Land ownership,Iowa,"{""http://schema.org/url"":""http://digital.lib.uiowa.edu/cdm/ref/collection/atlases/id/2922""}",Iowa Counties Historic Atlases,1871,1871,"Marshall County, Iowa, United States|Iowa, United States",http://sws.geonames.org/4866360|http://sws.geonames.org/4862182,http://digital.lib.uiowa.edu/utils/getthumbnail/collection/atlases/id/2922,49a97edd-0988-43b5-8232-ee23a1d35906,Paper Map,2017-12-8T15:0:54Z,"42.03602027895,-93.00010681155","ENVELOPE(-93.2339706421, -92.766242981, 42.2102737427, 41.8617668152)",1871
7d2f5d30-822a-4a3b-8259-0ecdcc79ad48,"Atlas of Cedar County Iowa, 1872",Harrison and Warner's 1872 Atlas of Cedar County Iowa.; 1 l. Material in the public domain. No restrictions on use. State Historical Society of Iowa (Iowa City),Public,JPEG,eng,Image,Harrison & Warner,,Atlases|Real property|Land ownership,Iowa,"{""http://schema.org/url"":""http://digital.lib.uiowa.edu/cdm/ref/collection/atlases/id/2895""}",Iowa Counties Historic Atlases,1872,1872,"Cedar County, Iowa, United States|Iowa, United States",http://sws.geonames.org/4850676|http://sws.geonames.org/4862182,http://digital.lib.uiowa.edu/utils/getthumbnail/collection/atlases/id/2895,7d2f5d30-822a-4a3b-8259-0ecdcc79ad48,Paper Map,2017-12-8T15:0:54Z,"41.7728481293,-91.13370513915","ENVELOPE(-91.367729187, -90.8996810913, 41.9482650757, 41.5974311829)",1872
475af48d-6a3d-4c25-8d36-dba602ecea42,"Atlas of Cedar County Iowa, 1901",1.l; map Material in the public domain. No restrictions on use.,Public,JPEG,eng,Image,,,Atlases|Real property|Land ownership,Iowa,"{""http://schema.org/url"":""http://digital.lib.uiowa.edu/cdm/ref/collection/atlases/id/2868""}",Iowa Counties Historic Atlases,1901,1901,"Cedar County, Iowa, United States|Iowa, United States",http://sws.geonames.org/4850676|http://sws.geonames.org/4862182,http://digital.lib.uiowa.edu/utils/getthumbnail/collection/atlases/id/2868,475af48d-6a3d-4c25-8d36-dba602ecea42,Paper Map,2017-12-8T15:0:55Z,"41.7728481293,-91.13370513915","ENVELOPE(-91.367729187, -90.8996810913, 41.9482650757, 41.5974311829)",1901
2e73c459-ae70-4945-875d-78f4ed7ca525,"Tate's atlas of Des Moines Iowa, 1899",1 l. ; 1 map Material in the public domain. No restrictions on use. University of Iowa. Libraries. Map Collection,Public,JPEG,eng,Image,"Tate, J.C. and Tate, F.C.",,Atlases|Real property|Land ownership,Iowa,"{""http://schema.org/url"":""http://digital.lib.uiowa.edu/cdm/ref/collection/atlases/id/2788""}",Iowa Counties Historic Atlases,1899,1899,"Des Moines County, Iowa, United States|Iowa, United States",http://sws.geonames.org/4853838|http://sws.geonames.org/4862182,http://digital.lib.uiowa.edu/utils/getthumbnail/collection/atlases/id/2788,2e73c459-ae70-4945-875d-78f4ed7ca525,Paper Map,2017-12-8T15:0:55Z,"40.88482666015,-91.1772003174","ENVELOPE(-91.4095077515, -90.9448928833, 41.0740737915, 40.6955795288)",1899
183e057e-beec-4eb5-8909-451ad0541e66,"Standard atlas of Monroe County Iowa, 1919",Material in the public domain. No restrictions on use.,Public,JPEG,eng,Image,Geo. A. Ogle & Co.,,Atlases|Real property|Land ownership,Iowa,"{""http://schema.org/url"":""http://digital.lib.uiowa.edu/cdm/ref/collection/atlases/id/2739""}",Iowa Counties Historic Atlases,1919,1919,"Monroe County, Iowa, United States|Iowa, United States",http://sws.geonames.org/4867729|http://sws.geonames.org/4862182,http://digital.lib.uiowa.edu/utils/getthumbnail/collection/atlases/id/2739,183e057e-beec-4eb5-8909-451ad0541e66,Paper Map,2017-12-8T15:0:55Z,"41.0287952423,-92.8697471619","ENVELOPE(-93.0999450684, -92.6395492554, 41.1597175598, 40.8978729248)",1919
06d7c0d0-5ef9-4630-9c00-93ecc2d6fc9a,"Atlas of Story County, Iowa, 1902",1 atlas : 94 p. ; 44 cm. Material in the public domain. No restrictions on use. State Historical Society of Iowa (Iowa City),Public,JPEG,eng,Image,Huebinger Survey and Map Publishing Co.,,Atlases|Real property|Land ownership,Iowa,"{""http://schema.org/url"":""http://digital.lib.uiowa.edu/cdm/ref/collection/atlases/id/2701""}",Iowa Counties Historic Atlases,1902,1902,"Story County, Iowa, United States|Iowa, United States",http://sws.geonames.org/4877685|http://sws.geonames.org/4862182,http://digital.lib.uiowa.edu/utils/getthumbnail/collection/atlases/id/2701,06d7c0d0-5ef9-4630-9c00-93ecc2d6fc9a,Paper Map,2017-12-8T15:0:55Z,"42.03532981875,-93.46631240845","ENVELOPE(-93.700881958, -93.2317428589, 42.2084541321, 41.8622055054)",1902
d6439873-f13d-4be9-8743-053fd5d66c0a,"Atlas and plat book of Mahaska County, Iowa, 1920",Material in the public domain. No restrictions on use. University of Iowa. Libraries. Map Collection,Public,JPEG,eng,Image,New Sharon Star,,Atlases|Real property|Land ownership,Iowa,"{""http://schema.org/url"":""http://digital.lib.uiowa.edu/cdm/ref/collection/atlases/id/2615""}",Iowa Counties Historic Atlases,1920,1920,"Mahaska County, Iowa, United States|Iowa, United States",http://sws.geonames.org/4865894|http://sws.geonames.org/4862182,http://digital.lib.uiowa.edu/utils/getthumbnail/collection/atlases/id/2615,d6439873-f13d-4be9-8743-053fd5d66c0a,Paper Map,2017-12-8T15:0:55Z,"41.3340110779,-92.64220809935","ENVELOPE(-92.8729171753, -92.4114990234, 41.5089569092, 41.1590652466)",1920
6cdafdad-344b-428d-a1b3-b7fc6a0b8e78,"Atlas of Woodbury County, Iowa, 1917",1 atlas : 125 p. ; 45 cm. Material in the public domain. No restrictions on use. State Historical Society of Iowa (Iowa City),Public,JPEG,eng,Image,Anderson Publishing Co.,,Atlases|Real property|Land ownership,Iowa,"{""http://schema.org/url"":""http://digital.lib.uiowa.edu/cdm/ref/collection/atlases/id/2549""}",Iowa Counties Historic Atlases,1917,1917,"Woodbury County, Iowa, United States|Iowa, United States",http://sws.geonames.org/4882396|http://sws.geonames.org/4862182,http://digital.lib.uiowa.edu/utils/getthumbnail/collection/atlases/id/2549,6cdafdad-344b-428d-a1b3-b7fc6a0b8e78,Paper Map,2017-12-8T15:0:55Z,"42.38606643675,-96.0837211609","ENVELOPE(-96.4981613159, -95.6692810059, 42.5622177124, 42.2099151611)",1917
9a7216f0-858f-4384-8ccd-4c709ccee0a5,"Atlas and plat book of Poweshiek County, Iowa, 1914",Material in the public domain. No restrictions on use. University of Iowa. Libraries. Map Collection,Public,JPEG,eng,Image,"Kenyon Company (Des Moines, Iowa)",,Atlases|Real property|Land ownership,Iowa,"{""http://schema.org/url"":""http://digital.lib.uiowa.edu/cdm/ref/collection/atlases/id/2464""}",Iowa Counties Historic Atlases,1914,1914,"Poweshiek County, Iowa, United States|Iowa, United States",http://sws.geonames.org/4871919|http://sws.geonames.org/4862182,http://digital.lib.uiowa.edu/utils/getthumbnail/collection/atlases/id/2464,9a7216f0-858f-4384-8ccd-4c709ccee0a5,Paper Map,2017-12-8T15:0:56Z,"41.68536758425,-92.53345870975","ENVELOPE(-92.7683334351, -92.2985839844, 41.862487793, 41.5082473755)",1914
6cb67ba6-8c57-45ac-9059-62451f2724e0,"Plat book of Winneshiek County, Iowa, 1886",300 feet = 1 inch; Material in the public domain. No restrictions on use. University of Iowa. Libraries. Map Collection,Public,JPEG,eng,Image,Warner & Foote,,Atlases|Real property|Land ownership,Iowa,"{""http://schema.org/url"":""http://digital.lib.uiowa.edu/cdm/ref/collection/atlases/id/2420""}",Iowa Counties Historic Atlases,1886,1886,"Winneshiek County, Iowa, United States|Iowa, United States",http://sws.geonames.org/4882242|http://sws.geonames.org/4862182,http://digital.lib.uiowa.edu/utils/getthumbnail/collection/atlases/id/2420,6cb67ba6-8c57-45ac-9059-62451f2724e0,Paper Map,2017-12-8T15:0:56Z,"43.29208755495,-91.8418884277","ENVELOPE(-92.0818405151, -91.6019363403, 43.5025749207, 43.0816001892)",1886
bfe40b82-ead9-4357-8d25-9c34d2eca705,"Atlas of Dallas County Iowa, 1916",Anderson Publishing Co.'s 1916 Atlas of Dallas County Iowa.; Material in the public domain. No restrictions on use. University of Iowa. Libraries. Map Collection,Public,JPEG,eng,Image,Anderson Publishing Co.,,Atlases|Real property|Land ownership,Iowa,"{""http://schema.org/url"":""http://digital.lib.uiowa.edu/cdm/ref/collection/atlases/id/2381""}",Iowa Counties Historic Atlases,1916,1916,"Dallas County, Iowa, United States|Iowa, United States",http://sws.geonames.org/4853335|http://sws.geonames.org/4862182,http://digital.lib.uiowa.edu/utils/getthumbnail/collection/atlases/id/2381,bfe40b82-ead9-4357-8d25-9c34d2eca705,Paper Map,2017-12-8T15:0:56Z,"41.6820259094,-94.03659820555","ENVELOPE(-94.2813415527, -93.7918548584, 41.8626556396, 41.5013961792)",1916
a7fee2bb-aeb5-4194-b467-dbe2865091dd,"Standard atlas of Lyon County, Iowa, 1911","Alden Publishing Co.'s standard atlas of Lyon County, Iowa.; 1 atlas : 103 p. ; 44 cm. Material in the public domain. No restrictions on use. State Historical Society of Iowa (Iowa City)",Public,JPEG,eng,Image,Alden Publishing Co.,,Atlases|Real property|Land ownership,Iowa,"{""http://schema.org/url"":""http://digital.lib.uiowa.edu/cdm/ref/collection/atlases/id/2343""}",Iowa Counties Historic Atlases,1911,1911,"Lyon County, Iowa, United States|Iowa, United States",http://sws.geonames.org/4865744|http://sws.geonames.org/4862182,http://digital.lib.uiowa.edu/utils/getthumbnail/collection/atlases/id/2343,a7fee2bb-aeb5-4194-b467-dbe2865091dd,Paper Map,2017-12-8T15:0:56Z,"43.38081359865,-96.2283935547","ENVELOPE(-96.5973815918, -95.8594055176, 43.503364563, 43.2582626343)",1911
dfd168e2-033f-4615-b9e1-81c6ccd24d29,"Illustrated historical atlas of the state of Iowa, 1875",1 map : col. ; 45 x 38 cm Material in the public domain. No restrictions on use. Iowa. Dept. of Natural Resources. Geological Survey Bureau Cartography Associates,Public,JPEG,eng,Image,A.T. Andreas,"Andreas, A. T. (Alfred Theodore), 1839-1900",Atlases|Real property|Land ownership,Iowa,"{""http://schema.org/url"":""http://digital.lib.uiowa.edu/cdm/ref/collection/atlases/id/2280""}",Iowa Counties Historic Atlases,1875,1875,"Iowa, United States",http://sws.geonames.org/4862182,http://digital.lib.uiowa.edu/utils/getthumbnail/collection/atlases/id/2280,dfd168e2-033f-4615-b9e1-81c6ccd24d29,Paper Map,2017-12-8T15:0:56Z,"41.9383165,-93.389773","ENVELOPE(-96.639485, -90.140061, 43.501196, 40.375437)",1875
af90e86a-73c7-4292-b82e-a4fb549e376d,"Atlas of Muscatine County, 1916",1 atlas : 66 p. ; 45 cm. Material in the public domain. No restrictions on use. State Historical Society of Iowa (Iowa City),Public,JPEG,eng,Image,Anderson Publishing Co.,,Atlases|Real property|Land ownership,Iowa,"{""http://schema.org/url"":""http://digital.lib.uiowa.edu/cdm/ref/collection/atlases/id/2150""}",Iowa Counties Historic Atlases,1916,1916,"Muscatine County, Iowa, United States|Iowa, United States",http://sws.geonames.org/4868410|http://sws.geonames.org/4862182,http://digital.lib.uiowa.edu/utils/getthumbnail/collection/atlases/id/2150,af90e86a-73c7-4292-b82e-a4fb549e376d,Paper Map,2017-12-8T15:0:57Z,"41.4658317566,-91.07752990725","ENVELOPE(-91.3701477051, -90.7849121094, 41.598739624, 41.3329238892)",1916
dd2c4a0a-78db-4725-8a40-11305a7c5b9b,"Standard atlas of Floyd County, Iowa, 1913",1 atlas : 29 p. ; 42 cm Material in the public domain. No restrictions on use. State Historical Society of Iowa (Iowa City),Public,JPEG,eng,Image,Anderson Publishing Co.,,Atlases|Real property|Land ownership,Iowa,"{""http://schema.org/url"":""http://digital.lib.uiowa.edu/cdm/ref/collection/atlases/id/2101""}",Iowa Counties Historic Atlases,1913,1913,"Floyd County, Iowa, United States|Iowa, United States",http://sws.geonames.org/4857314|http://sws.geonames.org/4862182,http://digital.lib.uiowa.edu/utils/getthumbnail/collection/atlases/id/2101,dd2c4a0a-78db-4725-8a40-11305a7c5b9b,Paper Map,2017-12-8T15:0:57Z,"43.05939102175,-92.78981399535","ENVELOPE(-93.0259857178, -92.5536422729, 43.212890625, 42.9058914185)",1913
69c33bc7-eef5-444e-984a-d0c0dfe53488,"Atlas of Kossuth County Iowa, 1913",1 1. ; maps Material in the public domain. No restrictions on use. State Historical Society of Iowa (Iowa City),Public,JPEG,eng,Image,Anderson Publishing Co.,,Atlases|Real property|Land ownership,Iowa,"{""http://schema.org/url"":""http://digital.lib.uiowa.edu/cdm/ref/collection/atlases/id/1968""}",Iowa Counties Historic Atlases,1913,1913,"Kossuth County, Iowa, United States|Iowa, United States",http://sws.geonames.org/4863753|http://sws.geonames.org/4862182,http://digital.lib.uiowa.edu/utils/getthumbnail/collection/atlases/id/1968,69c33bc7-eef5-444e-984a-d0c0dfe53488,Paper Map,2017-12-8T15:0:57Z,"43.205537796,-94.20733642575","ENVELOPE(-94.4455566406, -93.9691162109, 43.5044326782, 42.9066429138)",1913
31915eb2-d00e-4591-bd31-c8937ee2fec0,"Atlas of Buena Vista County, Iowa, 1923",No commercial reproduction or distribution of this file is permitted without permission.,Public,JPEG,eng,Image,Anderson Publishing Co.,,Atlases|Real property|Land ownership,Iowa,"{""http://schema.org/url"":""http://digital.lib.uiowa.edu/cdm/ref/collection/atlases/id/1883""}",Iowa Counties Historic Atlases,1923,1923,"Buena Vista County, Iowa, United States|Iowa, United States",http://sws.geonames.org/4849689|http://sws.geonames.org/4862182,http://digital.lib.uiowa.edu/utils/getthumbnail/collection/atlases/id/1883,31915eb2-d00e-4591-bd31-c8937ee2fec0,Paper Map,2017-12-8T15:0:57Z,"42.7348804474,-95.15204238895","ENVELOPE(-95.3888702393, -94.9152145386, 42.9096069336, 42.5601539612)",1923
94be562d-dce2-4b0a-8309-27e31f79b3c1,"Plat book of Hancock County, Iowa, 1896",1 atlas : 48 p. ; 47 cm. Material in the public domain. No restrictions on use. State Historical Society of Iowa (Iowa City),Public,JPEG,eng,Image,North West Publishing Co.,,Atlases|Real property|Land ownership,Iowa,"{""http://schema.org/url"":""http://digital.lib.uiowa.edu/cdm/ref/collection/atlases/id/1846""}",Iowa Counties Historic Atlases,1896,1896,"Hancock County, Iowa, United States|Iowa, United States",http://sws.geonames.org/4859678|http://sws.geonames.org/4862182,http://digital.lib.uiowa.edu/utils/getthumbnail/collection/atlases/id/1846,94be562d-dce2-4b0a-8309-27e31f79b3c1,Paper Map,2017-12-8T15:0:57Z,"43.08197402955,-93.73449707035","ENVELOPE(-93.9713058472, -93.4976882935, 43.2573051453, 42.9066429138)",1896
a9ae233c-e7f0-48b8-8a13-0a4893683dcd,"Atlas of Montgomery County, Iowa, 1919",Material in the public domain. No restrictions on use. University of Iowa. Libraries. Map Collection,Public,JPEG,eng,Image,Anderson Publishing Co.,,Atlases|Real property|Land ownership,Iowa,"{""http://schema.org/url"":""http://digital.lib.uiowa.edu/cdm/ref/collection/atlases/id/1808""}",Iowa Counties Historic Atlases,1919,1919,"Montgomery County, Iowa, United States|Iowa, United States",http://sws.geonames.org/4867788|http://sws.geonames.org/4862182,http://digital.lib.uiowa.edu/utils/getthumbnail/collection/atlases/id/1808,a9ae233c-e7f0-48b8-8a13-0a4893683dcd,Paper Map,2017-12-8T15:0:58Z,"41.03024101255,-95.15689849855","ENVELOPE(-95.3845443726, -94.9292526245, 41.1595687866, 40.9009132385)",1919
32419d0e-3885-484c-93e0-b4d7f118abc5,"Atlas of Cass County, Iowa, 1917",1 l. ; 1 map ; 44cm Material in the public domain. No restrictions on use. University of Iowa. Libraries. Map Collection,Public,JPEG,eng,Image,Anderson Publishing Co.,,Atlases|Real property|Land ownership,Iowa,"{""http://schema.org/url"":""http://digital.lib.uiowa.edu/cdm/ref/collection/atlases/id/1769""}",Iowa Counties Historic Atlases,1917,1917,"Cass County, Iowa, United States|Iowa, United States",http://sws.geonames.org/4850583|http://sws.geonames.org/4862182,http://digital.lib.uiowa.edu/utils/getthumbnail/collection/atlases/id/1769,32419d0e-3885-484c-93e0-b4d7f118abc5,Paper Map,2017-12-8T15:0:58Z,"41.3306026459,-94.92915344235","ENVELOPE(-95.1568984985, -94.7014083862, 41.5040550232, 41.1571502686)",1917
04305f4c-5a51-46c2-8633-755126c7da59,"Plat Book of Wayne County, Iowa, 1897",Material in the public domain. No restrictions on use. University of Iowa. Libraries. Map Collection,Public,JPEG,eng,Image,North West Publishing Co.,,Atlases|Real property|Land ownership,Iowa,"{""http://schema.org/url"":""http://digital.lib.uiowa.edu/cdm/ref/collection/atlases/id/1570""}",Iowa Counties Historic Atlases,1897,1897,"Wayne County, Iowa, United States|Iowa, United States",http://sws.geonames.org/4881059|http://sws.geonames.org/4862182,http://digital.lib.uiowa.edu/utils/getthumbnail/collection/atlases/id/1570,04305f4c-5a51-46c2-8633-755126c7da59,Paper Map,2017-12-8T15:0:58Z,"40.738740921,-93.3277015686","ENVELOPE(-93.5579681396, -93.0974349976, 40.8985671997, 40.5789146423)",1897
cb69edcf-e68c-4f27-b855-2f9efb733111,"Plat Book of Buchanan County, Iowa, 1886",1 atlas : 38 p. ; 43 cm. Material in the public domain. No restrictions on use. University of Iowa. Libraries. Map Collection,Public,JPEG,eng,Image,Warner & Foote,,Atlases|Real property|Land ownership,Iowa,"{""http://schema.org/url"":""http://digital.lib.uiowa.edu/cdm/ref/collection/atlases/id/1533""}",Iowa Counties Historic Atlases,1886,1886,"Buchanan County, Iowa, United States|Iowa, United States",http://sws.geonames.org/4849598|http://sws.geonames.org/4862182,http://digital.lib.uiowa.edu/utils/getthumbnail/collection/atlases/id/1533,cb69edcf-e68c-4f27-b855-2f9efb733111,Paper Map,2017-12-8T15:0:58Z,"42.4698009491,-91.839931488","ENVELOPE(-92.0829620361, -91.5969009399, 42.6437072754, 42.2958946228)",1886
6685ca42-271f-4a64-9ae7-bf5885c03171,"Plat book of Taylor County, Iowa, 1894",1 atlas : 50 p. ; 45 cm. Material in the public domain. No restrictions on use. University of Iowa. Libraries. Map Collection,Public,JPEG,eng,Image,North West Publishing Co.,,Atlases|Real property|Land ownership,Iowa,"{""http://schema.org/url"":""http://digital.lib.uiowa.edu/cdm/ref/collection/atlases/id/1499""}",Iowa Counties Historic Atlases,1894,1894,"Taylor County, Iowa, United States|Iowa, United States",http://sws.geonames.org/4878273|http://sws.geonames.org/4862182,http://digital.lib.uiowa.edu/utils/getthumbnail/collection/atlases/id/1499,6685ca42-271f-4a64-9ae7-bf5885c03171,Paper Map,2017-12-8T15:0:58Z,"40.73559761045,-94.7016029358","ENVELOPE(-94.9309082031, -94.4722976685, 40.9009132385, 40.5702819824)",1894
785ee895-f82c-43c1-995a-fa6e1b078694,"Atlas of Washington County, Iowa, 1920",1 atlas : 41 p. ; 39 cm. Material in the public domain. No restrictions on use. University of Iowa. Libraries. Map Collection,Public,JPEG,eng,Image,Iowa Map Company,,Atlases|Real property|Land ownership,Iowa,"{""http://schema.org/url"":""http://digital.lib.uiowa.edu/cdm/ref/collection/atlases/id/1458""}",Iowa Counties Historic Atlases,1920,1920,"Washington County, Iowa, United States|Iowa, United States",http://sws.geonames.org/4880748|http://sws.geonames.org/4862182,http://digital.lib.uiowa.edu/utils/getthumbnail/collection/atlases/id/1458,785ee895-f82c-43c1-995a-fa6e1b078694,Paper Map,2017-12-8T15:0:59Z,"41.33665275575,-91.7155265808","ENVELOPE(-91.9471511841, -91.4839019775, 41.5116004944, 41.1617050171)",1920
f74af2eb-3aa7-4756-8c5f-21805d5aaca7,"Standard atlas of O'Brien County, Iowa, 1911",1 atlas : 115 p. ; 45 cm. Material in the public domain. No restrictions on use. State Historical Society of Iowa (Iowa City),Public,JPEG,eng,Image,Geo. A. Ogle & Co.,,Atlases|Real property|Land ownership,Iowa,"{""http://schema.org/url"":""http://digital.lib.uiowa.edu/cdm/ref/collection/atlases/id/1425""}",Iowa Counties Historic Atlases,1911,1911,"O'Brien County, Iowa, United States|Iowa, United States",http://sws.geonames.org/4869475|http://sws.geonames.org/4862182,http://digital.lib.uiowa.edu/utils/getthumbnail/collection/atlases/id/1425,f74af2eb-3aa7-4756-8c5f-21805d5aaca7,Paper Map,2017-12-8T15:0:59Z,"43.0842437744,-95.6251335144","ENVELOPE(-95.8625946045, -95.3876724243, 43.2594871521, 42.9090003967)",1911
4b55f05f-adfe-45d5-90e8-0e04aabf4e2f,"Atlas of Tama County, Iowa, 1916","(Anderson Publishing Co., 1916, Atlas of Tama County, Iowa); 1 atlas: b&w; 37 X 46 cm. Material in the public domain. No restrictions on use. Tama County Historical Society and Genealogical Library",Public,JPEG,eng,Image,Anderson Publishing Co.,,Atlases|Real property|Land ownership,Iowa,"{""http://schema.org/url"":""http://digital.lib.uiowa.edu/cdm/ref/collection/atlases/id/1358""}",Iowa Counties Historic Atlases,1916,1916,"Tama County, Iowa, United States|Iowa, United States",http://sws.geonames.org/4878233|http://sws.geonames.org/4862182,http://digital.lib.uiowa.edu/utils/getthumbnail/collection/atlases/id/1358,4b55f05f-adfe-45d5-90e8-0e04aabf4e2f,Paper Map,2017-12-8T15:0:59Z,"42.07969093325,-92.53366851805","ENVELOPE(-92.7696914673, -92.2976455688, 42.2976150513, 41.8617668152)",1916
35eafeda-cc04-4e93-90d4-f2e89407f79b,"Standard historical atlas of Plymouth County, Iowa, 1907",Material in the public domain. No restrictions on use. University of Iowa. Libraries. Map Collection,Public,JPEG,eng,Image,Anderson & Goodwin Co.,,Atlases|Real property|Land ownership,Iowa,"{""http://schema.org/url"":""http://digital.lib.uiowa.edu/cdm/ref/collection/atlases/id/1327""}",Iowa Counties Historic Atlases,1907,1907,"Plymouth County, Iowa, United States|Iowa, United States",http://sws.geonames.org/4871708|http://sws.geonames.org/4862182,http://digital.lib.uiowa.edu/utils/getthumbnail/collection/atlases/id/1327,35eafeda-cc04-4e93-90d4-f2e89407f79b,Paper Map,2017-12-8T15:0:59Z,"42.73591423035,-96.24645996095","ENVELOPE(-96.6356658936, -95.8572540283, 42.9107017517, 42.561126709)",1907
